DEPTH_MD,CALI,RSHA,RMED,RDEP,RHOB,GR,PEF,DTC,SP,ROP,DRHO,FORCE_2020_LITHOFACIES_LITHOLOGY
500.912,19.44524002,,1.619638681,1.822791576,1.948515534,67.74028015,17.59267426,159.3199005,24.09079361,28.97000885,-0.658081651,65000
501.064,19.4375,,1.593789935,1.825643897,2.033325195,66.24938202,17.64110756,159.4956207,24.47168541,28.76934815,-0.679025888,65000
501.216,19.42194367,,1.558780551,1.826640248,2.149213791,65.56374359,16.60084534,159.6893768,24.94225121,28.56869698,-0.653951526,65000
501.368,19.421772,,1.537337661,1.828165889,2.113136292,66.86071777,9.699264526,159.9200287,25.63338661,28.36806297,-0.594197512,65000
501.52,19.54542542,,1.515845537,1.8295542,1.994854093,69.58069611,4.78414011,159.9985809,24.9191246,28.16742706,-0.430847555,65000
501.672,19.70227814,,1.494349837,1.833490729,1.883665085,71.94261169,3.837145567,159.7977905,24.57811928,27.96676445,-0.220775113,65000
501.824,20.01696968,,1.472904682,1.835708499,1.758425593,73.34449005,3.572811842,159.5526123,24.55599976,27.76206017,-0.095836438,65000
501.976,21.00237465,,1.446267009,1.808564425,1.696347117,71.91669464,3.593693733,159.4758301,24.34260178,27.57433319,-0.026933588,65000
502.128,22.25548554,,1.395273447,1.716675878,1.655433774,70.89015961,3.111794472,159.490387,24.46419144,27.43199921,-0.00969219,65000
502.28,22.29419518,,1.402480841,1.590260625,1.641988397,71.7051239,2.165931463,159.4899902,24.6192646,27.43199921,0.002678524,65000
502.432,22.39165497,,1.426419139,1.433956146,1.600092173,73.16678619,1.498314142,159.4807892,24.36820412,27.43199921,0.007460112,65000
502.584,23.16793823,,1.380926371,1.27980876,1.530632377,73.45475006,1.196489215,159.4715729,24.1814003,27.43199921,0.001195255,65000
502.736,23.13189697,,1.365824938,1.287961721,1.463571549,72.9394455,1.104400039,159.4900971,23.96342659,27.43199921,-0.010316939,65000
502.888,23.12476921,,1.377133966,1.397331595,1.422439694,72.70727539,1.094928026,159.4762726,24.20193672,27.43199921,-0.020432066,65000
503.04,23.2656002,,1.377689481,1.457795978,1.413921714,71.72491455,1.090865612,159.4899445,24.49125862,27.43199921,-0.019977637,65000
503.192,23.2656002,,1.360785008,1.513034582,1.415535569,70.75415802,1.088452697,159.4901276,24.62540627,27.43199921,-0.017100001,65000
503.344,23.2656002,,1.344898939,1.625205636,1.416385293,70.73130798,1.090503097,159.4809265,24.83392906,27.43199921,-0.015760802,65000
503.496,23.2656002,,1.351753235,1.7053473,1.417540908,71.04281616,1.094286561,159.4717255,24.4418335,27.43199921,-0.01507236,65000
503.648,23.2656002,,1.359606266,1.684569001,1.417456627,69.14935303,1.097362161,159.4896545,24.27499962,27.0998745,-0.015871715,65000
503.8,23.2656002,,1.343548536,1.670298815,1.417091727,67.80706024,1.105595827,159.4868469,24.45697403,25.54730415,-0.016735289,65000
503.952,23.2656002,,1.317533255,1.661961198,1.416451573,68.17735291,1.113018394,159.4730377,24.43433762,22.18809891,-0.017196862,65000
504.104,23.2656002,,1.295048356,1.644347906,1.419199705,70.99205017,1.121047258,159.4894409,24.76132011,19.11922646,-0.014349239,65000
504.256,23.2656002,,1.27231133,1.623580813,1.425380826,74.21845245,1.123073459,159.4769287,24.65232468,19.20251274,-0.00938858,65000
504.408,23.2656002,,1.251879811,1.626613617,1.431873679,74.7716217,1.121216297,159.4892883,24.55599976,19.53705216,-0.004569197,65000
504.56,23.2656002,,1.237157822,1.620280981,1.434996963,71.93457794,1.121560693,159.48703,25.00267029,19.88228607,-0.00250307,65000
504.712,23.2656002,,1.226912975,1.605705619,1.43422842,66.86236572,1.117200017,159.4732208,25.27001953,20.37437439,-0.003710109,65000
504.864,23.2656002,,1.223207712,1.587900996,1.431336045,63.98880386,1.113365889,159.479187,26.01556206,21.69182587,-0.007381834,65000
505.016,23.2656002,,1.225212455,1.576544285,1.428010583,64.54348755,1.105022073,159.4929962,25.3566246,21.94935036,-0.010339626,65000
505.168,23.2656002,,1.230179071,1.573630571,1.427048445,65.66144562,1.098921299,159.490448,25.13906097,22.48876,-0.010020966,65000
505.32,23.2656002,,1.229918361,1.576296568,1.426603437,66.22264099,1.099181294,159.481247,25.563797,22.99855042,-0.009254742,65000
505.472,23.2656002,,1.22906673,1.580333352,1.423799992,66.9267273,1.105859041,159.4720306,25.2761631,22.99855042,-0.0112,65000
505.624,23.2656002,,1.233668208,1.582000017,1.421347976,67.96339417,1.111625433,159.4887085,25.34910584,22.99855042,-0.013271493,65000
505.776,23.2656002,,1.239474893,1.57586658,1.419218302,68.04479218,1.111662149,159.4776459,25.11611748,23.35042763,-0.015091766,65000
505.928,23.2656002,,1.245517492,1.558007479,1.42173481,67.83001709,1.112655163,159.4885712,24.87660217,25.17838097,-0.013491279,65000
506.08,23.2656002,,1.24406755,1.538844109,1.422485232,69.14630127,1.115582705,159.4832306,25.09619141,25.70742798,-0.0137807,65000
506.232,23.2656002,,1.223107457,1.534297705,1.421487927,69.46364594,1.109673739,159.4634094,24.44140816,25.76940155,-0.015218196,65000
506.384,23.2656002,,1.182886481,1.544012785,1.421309471,70.38092041,1.101715803,159.4435883,24.34420013,25.76940155,-0.016918948,65000
506.536,23.2656002,,1.160513043,1.551386952,1.423080087,71.20776367,1.100059629,159.459259,24.63313675,25.73786545,-0.017896552,65000
506.688,23.2656002,,1.172433615,1.551718593,1.425204396,71.47063446,1.114938855,159.447525,24.52183533,25.55344582,-0.016993457,65000
506.84,23.2656002,,1.207901597,1.542533398,1.425398231,69.79541779,1.136900067,159.4590912,24.76868439,25.1650219,-0.017104266,65000
506.992,23.2656002,,1.234568,1.528132081,1.425199032,67.3145752,1.150364518,159.4476929,24.34231949,24.76375198,-0.018400475,65000
507.144,23.2656002,,1.244142294,1.520896316,1.426949501,67.36260223,1.161141992,159.4427795,24.20275688,24.3859272,-0.016355867,65000
507.296,23.2656002,,1.239028335,1.518428803,1.430629253,69.2652359,1.175241709,159.4507294,24.27499962,24.11174393,-0.011967553,65000
507.448,23.2656002,,1.213225007,1.507560015,1.433599949,69.24442291,1.19963491,159.4586792,24.10879707,24.10691452,-0.010238597,65000
507.6,23.2656002,,1.174179077,1.493454576,1.436241746,68.75086975,1.206743479,159.4666443,24.35607719,24.10691452,-0.012477008,65000
507.752,23.2656002,,1.133805037,1.479159594,1.437775374,67.92983246,1.180985808,159.4587097,24.52499962,24.43736076,-0.015938628,65000
507.904,23.2656002,,1.11297679,1.459942102,1.434328318,68.8364563,1.135416865,159.4427948,24.52499962,25.97777176,-0.018196732,65000
508.056,23.2656002,,1.116099596,1.442465663,1.433292151,69.68389893,1.098664761,159.4479065,24.44320107,27.59117508,-0.015909672,65000
508.208,23.2656002,,1.135845304,1.432747841,1.43007803,71.25988007,1.07405591,159.4638214,25.21466255,28.54703903,-0.01412579,65000
508.36,23.2656002,,1.157719255,1.433378339,1.429573894,70.91334534,1.066311479,159.4484406,25.81226921,28.67035484,-0.010986841,65000
508.512,23.2656002,,1.175005794,1.446767449,1.427700043,68.18082428,1.068487883,159.438324,25.67763138,28.8395977,-0.008868274,65000
508.664,23.2656002,,1.186856866,1.46621716,1.426996827,65.44928742,1.077383399,159.4397583,25.55599976,28.98670197,-0.007485054,65000
508.816,23.2656002,,1.19383359,1.482469916,1.424366474,63.43766785,1.082863808,159.4411926,25.39562225,30.6075058,-0.009049768,65000
508.968,23.2656002,,1.197358251,1.488205195,1.420805216,56.07824326,1.086629629,159.4389343,25.04662514,47.22563171,-0.012440737,65000
509.12,23.2656002,,1.199200034,1.48028636,1.417849422,47.53291702,1.088588238,159.4425049,25.29762268,74.53746033,-0.015324534,65000
509.272,23.2656002,,1.201321721,1.460242271,1.416719198,46.90389252,1.0898,159.4504547,25.52499962,74.61286163,-0.015736934,65000
509.424,23.2656002,,1.197425485,1.435011506,1.416929126,46.55579376,1.0898,159.4584198,25.60386086,75.06160736,-0.015413647,30000
509.576,23.2656002,,1.17530942,1.412282467,1.416381717,46.76701737,1.09015429,159.4663696,25.74800301,75.37507629,-0.016395384,30000
509.728,23.2656002,,1.146799684,1.394988298,1.41925168,47.35346985,1.089780092,159.4592438,25.10209084,75.68479919,-0.014024143,30000
509.88,23.2656002,,1.117665291,1.385627151,1.420249105,47.233181,1.085177183,159.4433289,25.53778458,76.14394379,-0.013525407,30000
510.032,23.2656002,,1.110994101,1.376053453,1.420899987,45.1872139,1.077397704,159.4330597,25.97844315,72.21266937,-0.014031675,30000
510.184,23.2656002,,1.121221304,1.365017414,1.420556068,43.50020599,1.070271373,159.4261627,25.87354469,50.78877258,-0.016115813,30000
510.336,23.2656002,,1.142813921,1.354592562,1.419899941,43.03111649,1.069061518,159.4192505,25.89520836,47.986763,-0.01727061,30000
510.488,23.2656002,,1.163147688,1.346030116,1.419899941,45.34874344,1.076840997,159.4123535,25.4716301,47.56566238,-0.017092155,30000
510.64,23.2656002,,1.176625371,1.33995533,1.418925643,47.3322258,1.083982229,159.4182129,25.79083633,47.17528915,-0.01677195,30000
510.792,23.2656002,,1.180632472,1.336299777,1.417000055,49.62952042,1.087900043,159.4320221,26.16217423,46.66383362,-0.01776655,30000
510.944,23.2656002,,1.170574188,1.333873034,1.417628527,49.57442856,1.090148807,159.434021,26.16874695,41.32940292,-0.016603807,30000
511.096,23.2656002,,1.154418588,1.330789089,1.419228077,47.61817932,1.098866582,159.4284973,26.55729294,40.17822266,-0.01527186,30000
511.248,23.2656002,,1.139526725,1.325654149,1.4211694,45.34650421,1.10424304,159.4229736,26.43136787,40.18710327,-0.01381884,30000
511.4,23.2656002,,1.130822063,1.317900896,1.423799992,44.06026077,1.092018127,159.41745,26.31168938,40.2372551,-0.012684241,30000
511.552,23.2656002,,1.131064892,1.307974219,1.423511863,43.70072174,1.075392962,159.4119263,26.62278748,40.30185318,-0.013860086,30000
511.704,23.2656002,,1.135775089,1.297968745,1.422899962,43.93916321,1.065717578,159.4179535,27.07072258,40.3728981,-0.013564842,30000
511.856,23.2656002,,1.138804078,1.290146589,1.421639681,44.42502213,1.067029953,159.4317627,27.05415916,40.43561173,-0.013113673,30000
512.008,23.2656002,,1.139712572,1.283588171,1.41830647,45.35883713,1.06746304,159.4386597,26.53354263,40.50839233,-0.0151,30000
512.16,23.2656002,,1.137596369,1.277384877,1.416380525,47.11079788,1.064811587,159.4408112,26.58493233,40.5693779,-0.015564621,30000
512.312,23.2656002,,1.133585095,1.273671627,1.416811824,46.93584824,1.067399979,159.4391785,26.80599976,40.645504,-0.015248796,30000
512.464,23.2656002,,1.130603671,1.268951654,1.422391772,45.24888229,1.07945776,159.4377136,26.80599976,40.71697617,-0.010860482,30000
512.616,23.2656002,,1.123511791,1.262538433,1.425498247,43.50242233,1.087201834,159.4382477,27.02189064,40.62872315,-0.00795089,30000
512.768,23.2656002,,1.118654847,1.256623983,1.424500942,43.93215942,1.085566163,159.4387817,27.05607414,39.53355026,-0.008449562,30000
512.92,23.2656002,,1.112161398,1.252036214,1.421784043,45.38526535,1.077490091,159.4393158,26.89169884,38.07241058,-0.010667747,30000
513.072,23.2656002,,1.103667021,1.248124242,1.416706204,45.56184387,1.070153594,159.4398499,27.10370255,37.01028061,-0.015246906,30000
513.224,23.2656002,,1.097630024,1.247024298,1.414864063,43.31178665,1.067691326,159.4403839,26.95282173,36.85313416,-0.016735962,30000
513.376,23.2656002,,1.09860003,1.248704433,1.411811113,41.05892181,1.066696644,159.440918,27.05066299,36.85313416,-0.0197889,30000
513.528,23.2656002,,1.10729003,1.249957562,1.410556197,41.28550339,1.061384201,159.4414673,26.84784889,36.85313416,-0.02107249,30000
513.68,23.2656002,,1.114247799,1.25133729,1.409738779,41.37718201,1.055566907,159.4392853,26.46299934,36.85313416,-0.02179103,30000
513.832,23.2656002,,1.11801815,1.25423944,1.41194284,40.7977066,1.047619104,159.427063,26.39364243,36.81056595,-0.019185295,30000
513.984,23.2656002,,1.121074915,1.256816506,1.414100051,39.16426086,1.047428608,159.4086609,26.40702438,36.52266693,-0.017239138,30000
514.136,23.2656002,,1.125478745,1.255221963,1.414899349,38.18965149,1.050701499,159.3902435,26.80646706,35.88761139,-0.01691095,30000
514.288,23.2656002,,1.124597907,1.249825716,1.417791605,39.18442917,1.057556152,159.4125519,27.01963806,35.2371521,-0.014308403,30000
514.44,23.2656002,,1.11574018,1.243153811,1.420170307,40.85525513,1.062770367,159.4210358,26.87755394,35.19054031,-0.011794537,30000
514.592,23.2656002,,1.106584072,1.237123847,1.420364738,42.66485214,1.062188268,159.3913269,26.87369728,35.19054031,-0.010967652,30000
514.744,23.2656002,,1.098560453,1.235954046,1.418900013,44.33522034,1.058334827,159.3782044,26.59417152,35.19054031,-0.011567501,30000
514.896,23.2656002,,1.093589783,1.240567565,1.418663859,45.04129791,1.056077719,159.378891,26.92646217,35.19054031,-0.01133117,30000
515.048,23.2656002,,1.087772965,1.24851501,1.417740345,45.36226654,1.050786614,159.3795929,27.39629746,35.19054031,-0.011829842,30000
515.2,23.2656002,,1.089735389,1.258252978,1.417257071,44.9581337,1.046639562,159.3802795,27.28808975,35.19319534,-0.012328514,30000
515.352,23.2656002,,1.107456565,1.268154025,1.419246912,46.21722031,1.042999983,159.3809815,27.2107029,35.52817917,-0.01170755,30000
515.504,23.2656002,,1.130797029,1.276756525,1.423126817,48.37736511,1.04446137,159.3816834,26.91797638,35.44704437,-0.008673942,65000
515.656,23.2656002,,1.151915312,1.293213487,1.425022364,50.53487015,1.055631995,159.3797913,27.00811768,35.23847199,-0.007451833,65000
515.808,23.2656002,,1.16653657,1.317023754,1.428946734,53.79682159,1.088486671,159.3789215,27.50127411,35.16581726,-0.005615734,65000
515.96,23.2656002,,1.17192173,1.347198963,1.432312369,54.9946785,1.146723628,159.381012,27.24426079,34.44180298,-0.007336117,65000
516.112,23.2656002,,1.180321336,1.370588064,1.442066312,55.75366974,1.230724573,159.379837,26.95036125,31.87237549,-0.006962569,65000
516.264,23.2656002,,1.187631607,1.384662867,1.452649951,55.52906036,1.323070645,159.378067,27.18419075,31.2686367,-0.00946407,65000
516.416,23.2656002,,1.19782567,1.391804457,1.479170799,56.58943176,1.444057465,159.3785248,26.90760422,30.86086083,-0.005548241,65000
516.568,23.2656002,,1.207502246,1.397638202,1.528715491,57.33112335,1.565321565,159.3789825,26.58843041,30.75708771,0.005225521,65000
516.72,23.26199913,,1.219493508,1.406816602,1.621459484,57.0114708,1.730137348,159.3794556,26.47634888,30.75708771,0.037689105,65000
516.872,22.84706688,,1.230374694,1.419600368,1.744116426,55.4414711,1.88047719,159.3799133,26.36876679,30.75708771,0.072185896,65000
517.024,21.45268631,,1.238541961,1.435024738,1.828025937,53.87129211,2.000531912,159.3803864,26.22820854,30.75708771,0.068822645,65000
517.176,21.35423088,,1.250662684,1.452712894,1.875069141,54.786129,1.940529108,159.3808441,25.90079308,30.75708771,0.051088236,65000
517.328,21.48008537,,1.261543036,1.471055985,1.856808662,57.01164246,1.790840983,159.3813019,26.15155983,30.75708771,0.029415024,65000
517.48,21.67785263,,1.273642778,1.486481428,1.818392992,59.6016655,1.691047311,159.3817749,26.22967911,30.75708771,0.047206715,65000
517.632,21.13897324,,1.287052989,1.495787621,1.781630516,59.92189789,1.705930233,159.3799439,25.72852707,30.75708771,0.054647468,65000
517.784,20.58818436,,1.303509116,1.497604132,1.774588227,58.30898285,1.836687446,159.3788452,25.96278191,30.75708771,0.060481992,65000
517.936,19.98126793,,1.318831205,1.500066042,1.833368063,57.62501526,2.040335655,159.3809357,25.47458839,31.19455719,0.065918654,65000
518.088,19.70199013,,1.325713038,1.508096099,1.88673687,58.59194183,2.168697357,159.3799744,24.68532562,34.7350235,0.049363736,65000
518.24,19.60690308,,1.313914537,1.529587865,1.93080163,58.40434265,2.102518797,159.3780518,25.86927795,36.98590088,0.028599652,65000
518.392,19.80402565,,1.293271303,1.551376343,1.91349566,58.12072754,1.853619337,159.3785095,26.91200066,37.93969345,0.005384929,65000
518.544,20.19358063,,1.283934474,1.568809986,1.832275868,58.32606888,1.79377687,159.3789673,26.97116661,37.96149826,0.011108495,65000
518.696,20.24335861,,1.298225403,1.584067464,1.725261688,60.08041,1.720267773,159.3794403,26.80166626,37.96149826,0.031771049,65000
518.848,19.62662125,,1.335466743,1.593303323,1.704566956,60.78676224,1.760551691,159.3798981,26.77100754,37.91295624,0.055407953,65000
519,19.78024292,,1.3786726,1.599659085,1.742876649,62.93696213,1.72668612,159.3803711,27.15333939,37.4511795,0.063342288,65000
519.152,19.51321793,,1.405542374,1.607249975,1.838614702,64.39575195,1.854055166,159.3808289,27.0556488,29.28233337,0.063766353,65000
519.304,19.21113586,,1.41163218,1.617489338,1.889439344,64.7881546,1.998906612,159.3812866,26.95951843,16.30753136,0.045032866,65000
519.456,19.10079193,,1.404867172,1.629225254,1.92107439,63.01943207,2.136665106,159.3817596,27.44787026,13.21044922,0.019118497,65000
519.608,19.0625,,1.390374541,1.637099266,1.958659649,59.24412155,2.256387472,159.3800812,28.29878235,12.77505016,0.005774502,65000
519.76,19.0513401,,1.373639584,1.636982322,1.992138743,57.0288353,2.256621599,159.3787842,29.16674614,12.51844311,0.0034,65000
519.912,19.03572464,,1.362873316,1.630013347,2.01013422,56.31394959,2.268213511,159.3808594,28.74403763,12.46905136,0.003224106,65000
520.064,19.24641037,,1.358722806,1.618589759,2.011024237,56.72965622,2.161770821,159.3801117,27.85000038,12.55141735,0.002746477,65000
520.216,19.48776245,,1.357468128,1.614125371,2.002972603,60.41114044,2.058696032,159.3784485,27.71086884,14.38561535,0.005321145,65000
520.368,19.65104294,,1.358404517,1.608093858,1.978022337,63.88224411,1.977043629,159.379837,27.45437431,16.06697655,0.013645512,65000
520.52,19.60434151,,1.361697435,1.602265477,1.96957612,65.78915405,2.003144741,159.3812256,27.4048996,16.76130295,0.033675093,65000
520.672,19.4720459,,1.364533424,1.592235804,1.964696765,64.46112061,2.064373255,159.3801575,26.76561737,16.90250206,0.036534801,65000
520.824,19.32061386,,1.37029624,1.586892366,1.971135378,63.89148331,2.140753508,159.3780518,26.85314751,16.90250206,0.02332467,65000
520.976,19.27146912,,1.363697767,1.579783082,1.984784246,66.44164276,2.11155653,159.3785706,28.13526344,16.90250206,0.008871916,65000
521.128,19.21395874,,1.356755614,1.581191778,1.99295783,67.85766602,2.071401835,159.3790894,28.07299995,16.24582291,0.004425798,65000
521.28,19.21836853,,1.341281772,1.581131935,1.995610476,69.10831451,2.13475132,159.3796234,28.09024048,15.49296188,0.007603981,65000
521.432,19.39993286,,1.334584594,1.58427918,1.987150669,67.83312988,2.165266037,159.3801422,27.89746094,14.88544273,0.00973307,65000
521.584,19.47603607,,1.328022242,1.585329294,1.984729886,66.23506165,2.20388031,159.380661,27.69479179,14.68577671,0.011480988,65000
521.736,19.61617279,,1.323687792,1.585788846,1.973477006,62.13739395,2.12298131,159.3811798,27.83376885,14.79596996,0.007227789,65000
521.888,19.66958237,,1.326345325,1.588336349,1.95952487,59.91243744,2.094816446,159.3816986,27.56911469,15.82023907,0.007154417,65000
522.04,19.72608757,,1.33830142,1.594179034,1.952006817,60.99052429,2.142945766,159.3802643,27.47886848,17.07797241,0.0093,65000
522.192,19.55038643,,1.356651545,1.599081874,1.959142327,62.64971542,2.19227314,159.370163,27.50810623,17.45673561,0.009163545,65000
522.344,19.36245728,,1.372104645,1.599747181,1.974266052,62.99515915,2.254298449,159.3517304,27.41461945,17.45673561,0.007978754,65000
522.496,19.29567719,,1.380570889,1.601015687,1.984268427,61.03358841,2.220760346,159.333313,27.65063477,17.45673561,0.006347248,65000
522.648,19.4208107,,1.385180473,1.602855086,1.983528853,60.27021408,2.228869915,159.3449707,27.72500038,17.05588532,0.009867105,65000
522.8,19.61317253,,1.386677742,1.600960136,1.983289242,61.80117035,2.191160679,159.3536987,27.84972572,16.89993668,0.013510653,65000
522.952,19.47143936,,1.387426019,1.59896636,1.975476384,62.88623428,2.173352242,159.318634,28.11165619,16.46025276,0.012620157,65000
523.104,19.06957245,,1.375532866,1.596491218,1.970827222,62.5687027,2.052466631,159.3196716,28.52083588,15.82451153,0.015188874,65000
523.256,19.2732029,,1.34787333,1.595120549,1.940396071,64.02217102,2.005614996,159.3207245,29.17089653,15.35087585,0.013820211,65000
523.408,19.56430435,,1.333982706,1.590800047,1.916184902,67.16184998,1.987383008,159.3217621,28.52628708,15.47171402,0.026177459,65000
523.56,19.61163521,,1.331271529,1.591466427,1.902525902,70.45368958,1.967621207,159.320755,27.20627785,15.73226643,0.029903913,65000
523.712,19.88017273,,1.370239615,1.596810222,1.906020522,71.4108429,1.929530025,159.3198395,27.18701744,15.70210838,0.045511067,65000
523.864,19.80416298,,1.367497921,1.599271536,1.919899941,70.24804688,1.960592389,159.3207855,26.89174652,14.16119385,0.069121867,65000
524.016,18.77397156,,1.402919412,1.614756703,1.920309424,71.05838776,2.115385056,159.3183594,27.11463738,12.20342255,0.060728435,65000
524.168,18.27253151,,1.41130054,1.638299108,1.925498605,73.96890259,2.284397602,159.3187408,26.04932785,10.98968792,0.033150155,65000
524.32,17.9156704,,1.439955235,1.662465572,1.941476464,76.93585968,2.289254904,159.3191071,25.11250114,10.61430073,-0.002416979,65000
524.472,17.91550636,,1.452342987,1.674800038,1.952054143,81.63767242,2.235639095,159.3194885,26.19426537,10.31178474,-0.0107,65000
524.624,18.38271904,,1.446503401,1.674335718,1.960739136,83.52368927,2.209794521,159.31987,25.94489098,10.26123714,-0.010150392,65000
524.776,17.86083603,,1.45323813,1.669992089,1.968067169,83.49095917,2.200458527,159.3202515,25.87850952,10.37632561,-0.004761844,65000
524.928,17.85962296,,1.408741832,1.671597719,1.971397758,80.92073059,2.215684176,159.3206329,25.80989075,12.25876617,-0.003230049,65000
525.08,17.69225121,,1.43156898,1.680392385,1.977736235,80.86391449,2.242922068,159.3210144,25.66017723,30.40036392,-0.00204679,65000
