DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,NPHI,FORCE_2020_LITHOFACIES_LITHOLOGY
463.7610842,NORDLAND GP.,,15.52085781,2.102673769,2.857698679,2.020982027,54.45479202,0.436884165,65000
463.9130842,NORDLAND GP.,,15.39538193,2.090344667,2.760863066,2.031934261,57.42536163,0.429818064,65000
464.0650842,NORDLAND GP.,,15.66129398,2.062721968,2.694676399,2.029979467,57.23654556,0.418130755,65000
464.2170842,NORDLAND GP.,,16.79794121,2.022212505,2.659874678,2.000921965,51.60456467,0.413308173,65000
464.3690842,NORDLAND GP.,,17.62649345,1.98867774,2.649488449,1.975865722,49.80160904,0.420629859,65000
464.5210842,NORDLAND GP.,,17.74846649,1.967140794,2.641433001,1.970702767,47.88624954,0.431672454,65000
464.6730842,NORDLAND GP.,,17.69699097,1.980795145,2.637268543,1.981635928,52.43935013,0.43508628,65000
464.8250842,NORDLAND GP.,,17.68849182,2.000850916,2.640907526,1.985258222,54.07222366,0.431063861,65000
464.9770842,NORDLAND GP.,,17.45690918,2.018333197,2.650912523,1.981447697,54.14142609,0.431957692,65000
465.1290842,NORDLAND GP.,,16.84226227,2.012358189,2.661236525,1.988139868,51.21962738,0.444820523,65000
465.2810842,NORDLAND GP.,,16.72821617,2.031211376,2.668189764,2.012584209,51.33501816,0.452732176,65000
465.4330842,NORDLAND GP.,,17.32257843,2.024561405,2.665825367,2.043880224,53.37713242,0.449503988,65000
465.5850842,NORDLAND GP.,,17.89004707,2.027117968,2.653112412,2.064597607,52.6877861,0.436052531,65000
465.7370842,NORDLAND GP.,,18.14969444,2.002609491,2.645680428,2.076164007,52.53907394,0.420918971,65000
465.8890842,NORDLAND GP.,,18.270607,1.975957871,2.635051489,2.077293634,53.86942291,0.423099995,65000
466.0410842,NORDLAND GP.,,18.30503082,1.95149827,2.62681675,2.059128761,53.79109192,0.44724685,65000
466.1930842,NORDLAND GP.,,18.17216301,1.917132974,2.619622469,2.027545929,51.39836121,0.47510761,65000
466.3450842,NORDLAND GP.,,17.99910736,1.896578074,2.614521742,2.001622438,49.49319458,0.4958992,65000
466.4970842,NORDLAND GP.,,17.851614,1.895268083,2.597223282,2.003798723,52.09824753,0.50372076,65000
466.6490842,NORDLAND GP.,,17.70030403,1.923769116,2.581823826,2.023338795,52.88221741,0.499791563,65000
466.8010842,NORDLAND GP.,,17.54274559,1.971682549,2.563497305,2.039601326,54.18564224,0.490640074,65000
466.9530842,NORDLAND GP.,,17.51740646,2.000207186,2.547399044,2.039908409,53.22502899,0.48550567,65000
467.1050842,NORDLAND GP.,,17.70400238,1.98878324,2.560116768,2.027015686,52.1324997,0.4895868,65000
467.2570842,NORDLAND GP.,,17.97319031,1.96345067,2.581488848,2.00082469,50.44777298,0.499786317,65000
467.4090842,NORDLAND GP.,,18.14459801,1.936781049,2.585292578,1.971344948,49.47856903,0.505338311,65000
467.5610842,NORDLAND GP.,,18.17644119,1.925102353,2.574875116,1.959801793,53.66272354,0.502270281,65000
467.7130842,NORDLAND GP.,,17.95541382,1.950404882,2.557362557,1.965102911,56.64183044,0.490679741,65000
467.8650842,NORDLAND GP.,,17.67980194,1.991653919,2.552055597,1.964797735,58.40480042,0.476152182,65000
468.0170842,NORDLAND GP.,,17.58637619,1.98404932,2.512881756,1.931211233,53.54063416,0.469159722,65000
468.1690842,NORDLAND GP.,,17.91807365,1.943202615,2.481974125,1.866717696,49.07897568,0.478129089,65000
468.3210842,NORDLAND GP.,,17.85053635,1.937949657,2.547955513,1.8163656,48.69882965,0.50167954,65000
468.4730842,NORDLAND GP.,,17.28195572,1.952892661,2.620229721,1.816588879,53.24497604,0.524598777,65000
468.6250842,NORDLAND GP.,,16.61138535,1.981380463,2.571667433,1.871632457,56.69590378,0.528202653,65000
468.7770842,NORDLAND GP.,,16.28469086,2.026869774,2.590611696,1.948625326,57.23186493,0.505980194,65000
468.9290842,NORDLAND GP.,,15.91603947,2.051195622,2.801747561,2.003039122,57.10719681,0.475912929,65000
469.0810842,NORDLAND GP.,,15.54407597,2.03467536,2.726173639,2.048664331,59.68155289,0.451709122,65000
469.2330842,NORDLAND GP.,,15.42676354,2.008491755,2.607058764,2.081263065,59.26486206,0.43578136,65000
469.3850842,NORDLAND GP.,,15.66345406,2.009897471,2.611814976,2.107537746,59.41674423,0.434462577,65000
469.5370842,NORDLAND GP.,,16.15133858,2.043967485,2.487854958,2.09602952,59.19708633,0.446698219,65000
469.6890842,NORDLAND GP.,,16.33871651,2.032246113,2.306937933,2.07276535,59.61982727,0.457859963,65000
469.8410842,NORDLAND GP.,,16.38733101,2.020488262,2.543523073,2.052462339,59.12997437,0.464472085,65000
469.9930842,NORDLAND GP.,,16.37628365,2.031949282,2.62928009,2.051900387,56.00389862,0.463604689,65000
470.1450842,NORDLAND GP.,,16.26236725,2.055306196,2.501375437,2.054860354,54.71356583,0.456704766,65000
470.2970842,NORDLAND GP.,,16.32125282,2.059160948,2.436458826,2.058873415,56.37118149,0.447660357,65000
470.4490842,NORDLAND GP.,,16.32901001,2.048662663,2.475548983,2.062677622,55.31031418,0.435313582,65000
470.6010842,NORDLAND GP.,,16.27345657,2.035331011,2.444313049,2.069418192,53.33408737,0.429347932,65000
470.7530842,NORDLAND GP.,,16.43717003,2.040051222,2.493792296,2.077126265,51.71056366,0.444577128,65000
470.9050842,NORDLAND GP.,,16.43803406,2.054017067,2.585229158,2.074146986,52.47048569,0.458088905,65000
471.0570842,NORDLAND GP.,,16.36023712,2.050302744,2.655911207,2.068095684,54.2513504,0.454464793,65000
471.2090842,NORDLAND GP.,,16.39400864,2.03193593,2.53319788,2.064591169,52.99118042,0.450298518,65000
471.3610842,NORDLAND GP.,,16.40919495,2.007011175,2.49847579,2.054515123,53.74481583,0.454062134,65000
471.5130842,NORDLAND GP.,,16.260952,1.971595764,2.558180571,2.035511017,54.34021759,0.465664983,65000
471.6650842,NORDLAND GP.,,16.20058632,1.932430148,2.494023562,2.019857407,52.75935745,0.475210577,65000
471.8170842,NORDLAND GP.,,16.14287567,1.910068154,2.442214966,2.017747641,49.9078598,0.469838619,65000
471.9690842,NORDLAND GP.,,16.14690971,1.896038652,2.549705267,2.014308929,50.34910202,0.451994181,65000
472.1210842,NORDLAND GP.,,16.29551888,1.88848424,2.499976158,1.991203547,52.31689072,0.437075228,65000
472.2730842,NORDLAND GP.,,16.47898293,1.892844319,2.410989285,1.964405298,55.83203888,0.429835528,65000
472.4250842,NORDLAND GP.,,16.42739296,1.910699129,2.423817158,1.95771873,56.54517365,0.429487586,65000
472.5770842,NORDLAND GP.,,16.36060333,1.916381717,2.438118458,1.973328829,56.00686646,0.434117734,65000
472.7290842,NORDLAND GP.,,16.72985458,1.908601522,2.411006212,2.006946087,55.50989914,0.441963613,65000
472.8810842,NORDLAND GP.,,17.00298882,1.892955542,2.426824331,2.045257092,56.05921173,0.451469362,65000
473.0330842,NORDLAND GP.,,17.03041649,1.889915109,2.451728106,2.072458744,60.29510117,0.454514146,65000
473.1850842,NORDLAND GP.,,17.00238037,1.906161428,2.453637123,2.082337618,62.01252747,0.44806838,65000
473.3370842,NORDLAND GP.,,16.84225845,1.938270569,2.442618609,2.071140051,60.68078995,0.440176368,65000
473.4890842,NORDLAND GP.,,16.46414375,1.98636198,2.417286158,2.054404974,58.62807083,0.441401124,65000
473.6410842,NORDLAND GP.,,16.29332733,2.022924662,2.402946711,2.03973794,58.53791046,0.453810662,65000
473.7930842,NORDLAND GP.,,16.22531891,1.988477111,2.386218071,2.030399084,60.52657318,0.476230979,65000
473.9450842,NORDLAND GP.,,16.28125191,1.892854452,2.353269339,2.008047581,61.57644272,0.504873097,65000
474.0970842,NORDLAND GP.,,16.33030129,1.789056659,2.317536593,1.9691329,63.03571701,0.528377295,65000
474.2490842,NORDLAND GP.,,16.04721069,1.730668783,2.276938438,1.9405514,63.29931259,0.538966954,65000
474.4010842,NORDLAND GP.,,15.91344547,1.724520683,2.224839449,1.922458649,62.26552963,0.540516555,65000
474.5530842,NORDLAND GP.,,16.0841198,1.735423327,2.180065155,1.873014331,60.77629089,0.5413993,65000
474.7050842,NORDLAND GP.,,16.42167282,1.736425996,2.151351452,1.763373494,59.56088638,0.547011137,65000
474.8570842,NORDLAND GP.,,16.73969078,1.717659593,2.134282589,1.655284643,56.91151047,0.553707719,65000
475.0090842,NORDLAND GP.,,16.43928146,1.695104718,2.121537924,1.632415295,54.5438118,0.552714527,65000
475.1610842,NORDLAND GP.,,16.01373482,1.680243731,2.107927799,1.716611147,56.85243607,0.542795122,65000
475.3130842,NORDLAND GP.,,15.86102676,1.659742475,2.087021351,1.83900249,60.17654038,0.528186917,65000
475.4650842,NORDLAND GP.,,15.76677609,1.625800014,2.053552866,1.910035253,61.50370026,0.509794116,65000
475.6170842,NORDLAND GP.,,15.71714211,1.613562942,2.02387476,1.919110179,61.33510208,0.491882622,65000
475.7690842,NORDLAND GP.,,15.7521162,1.622716308,2.014695883,1.9187603,61.28292465,0.479940325,65000
475.9210842,NORDLAND GP.,,15.88793182,1.612752676,2.02785635,1.934383154,63.54820633,0.477521092,65000
476.0730842,NORDLAND GP.,,16.05114555,1.58388865,2.082643032,1.943117738,63.72309876,0.484808862,65000
476.2250842,NORDLAND GP.,,16.12071991,1.576971173,2.186560392,1.951645613,62.12091827,0.49397248,65000
476.3770842,NORDLAND GP.,,16.18144608,1.682803869,2.303272009,1.974012375,57.47323227,0.490922213,65000
476.5290842,NORDLAND GP.,,16.34489441,1.955074549,2.412283421,2.015619278,50.69627762,0.468094081,65000
476.6810842,NORDLAND GP.,,16.43370438,2.279865027,2.537292481,2.071568489,47.72467804,0.439895928,65000
476.8330842,NORDLAND GP.,,16.51521683,2.507703066,2.691347361,2.11978364,47.61452484,0.411919624,30000
476.9850842,NORDLAND GP.,,16.78318214,2.580013037,2.887414455,2.154641867,50.71979904,0.385532528,30000
477.1370842,NORDLAND GP.,,16.95798683,2.542912722,3.107527971,2.172153711,52.84315491,0.369043052,65000
477.2890842,NORDLAND GP.,,16.87903023,2.471815109,3.268328428,2.17261076,53.65079117,0.362054735,65000
477.4410842,NORDLAND GP.,,16.8807354,2.420010328,3.359991074,2.172129631,52.92570496,0.361444801,65000
477.5930842,NORDLAND GP.,,16.90633202,2.401451111,3.409976721,2.169915676,50.08943939,0.362738937,65000
477.7450842,NORDLAND GP.,,16.84945297,2.421301365,3.429543495,2.159520388,46.80139542,0.364332944,65000
477.8970842,NORDLAND GP.,,16.7891407,2.510126591,3.449880362,2.151304007,42.63386917,0.369440496,65000
478.0490842,NORDLAND GP.,,16.70246697,2.625352621,3.466681957,2.142505884,41.83337784,0.381997168,30000
478.2010842,NORDLAND GP.,,16.7521286,2.699470282,3.481983662,2.14017725,42.70370865,0.397591949,30000
478.3530842,NORDLAND GP.,,16.79457474,2.708519459,3.508150816,2.135129452,44.23102188,0.404860228,30000
478.5050842,NORDLAND GP.,,16.50543976,2.699973583,3.528073549,2.131591797,43.77511215,0.399115741,30000
478.6570842,NORDLAND GP.,,16.14250946,2.700452566,3.541546583,2.139842272,41.45234299,0.386602968,30000
478.8090842,NORDLAND GP.,,15.96634483,2.708221436,3.5738132,2.138538122,41.04140472,0.375485897,30000
478.9610842,NORDLAND GP.,,15.88589859,2.728187561,3.583137512,2.144451141,42.599823,0.369880557,30000
479.1130842,NORDLAND GP.,,15.86238289,2.768079042,3.535345793,2.166154385,47.07826996,0.365421295,30000
479.2650842,NORDLAND GP.,,15.64563656,2.82835269,3.497454643,2.199706078,49.38856888,0.356055975,30000
479.4170842,NORDLAND GP.,,15.23051453,2.834592581,3.467896938,2.215704441,49.21632385,0.343627781,65000
479.5690842,NORDLAND GP.,,14.96082211,2.784760714,3.409926653,2.206236363,48.4189682,0.336449802,65000
479.7210842,NORDLAND GP.,,14.88333416,2.708330154,3.376777887,2.198990107,47.5371933,0.342318565,65000
479.8730842,NORDLAND GP.,,14.94130516,2.58364439,3.37980628,2.193666935,47.45797348,0.358348042,65000
480.0250842,NORDLAND GP.,,15.04219532,2.462663889,3.365037918,2.187343121,46.59919357,0.372671038,65000
480.1770842,NORDLAND GP.,,15.08879471,2.427142382,3.331720114,2.169605017,45.95577622,0.373743266,65000
480.3290842,NORDLAND GP.,,15.09888363,2.489277601,3.305769682,2.149721384,45.41167069,0.364624828,65000
480.4810842,NORDLAND GP.,,15.0869112,2.575912237,3.294899941,2.143387079,44.93610382,0.361571074,65000
480.6330842,NORDLAND GP.,,15.05660343,2.612311602,3.325003386,2.157335281,45.35124207,0.369169325,65000
480.7850842,NORDLAND GP.,,14.96596336,2.607802391,3.391472101,2.175699711,45.56830216,0.379499614,65000
480.9370842,NORDLAND GP.,,14.84338474,2.578099966,3.448091984,2.169499874,46.56251907,0.38282606,65000
481.0890842,NORDLAND GP.,,14.85711861,2.583157063,3.470364094,2.096167803,46.17288971,0.375637829,65000
481.2410842,NORDLAND GP.,,15.08135223,2.59401083,3.438803911,1.969199419,43.64041519,0.36463362,65000
