DEPTH_MD,CALI,RSHA,CALI,RSHA,CALI,RSHA,CALI
1003.620393,20.93793297,0.359721452,-20.21849007,-40.79670158,-61.3749131,-81.95312462,-102.5313361
1003.772393,20.04260445,0.455741078,-19.13112229,-38.71798567,-58.30484904,-77.89171241,-97.47857578
1003.924393,20.6102314,0.763355672,-19.08352006,-38.93039578,-58.77727151,-78.62414724,-98.47102297
1004.076393,21.52017021,0.653429449,-20.21331131,-41.08005207,-61.94679283,-82.8135336,-103.6802744
1004.228393,21.68257904,0.559939027,-20.56270099,-41.685341,-62.80798101,-83.93062103,-105.053261
1004.380393,21.54952431,0.372553706,-20.8044169,-41.9813875,-63.15835811,-84.33532871,-105.5122993
1004.532393,20.79980469,0.330038309,-20.13972807,-40.60949445,-61.07926083,-81.54902722,-102.0187936
1004.684393,21.12578583,0.215321943,-20.69514194,-41.60560583,-62.51606972,-83.42653361,-104.3369975
1004.836393,19.96584892,0.209591448,-19.54666602,-39.3029235,-59.05918097,-78.81543844,-98.57169591
1004.988393,19.90743256,0.496304035,-18.91482449,-38.32595302,-57.73708154,-77.14821007,-96.55933859
1005.140393,19.6219101,0.435501218,-18.75090766,-37.93731655,-57.12372543,-76.31013431,-95.49654319
1005.292393,19.78776741,0.340429485,-19.10690844,-38.55424637,-58.00158429,-77.44892222,-96.89626014
1005.444393,20.13584709,0.347682118,-19.44048285,-39.22864783,-59.0168128,-78.80497777,-98.59314274
1005.596393,19.52016449,0.420528978,-18.67910653,-37.77874205,-56.87837756,-75.97801307,-95.07764858
1005.748393,18.97587013,0.507105589,-17.96165895,-36.43042349,-54.89918803,-73.36795258,-91.83671712
1005.900393,19.26420212,0.42560643,-18.41298926,-37.25158495,-56.09018064,-74.92877633,-93.76737202
1006.052393,19.59097672,0.703249455,-18.18447781,-37.07220508,-55.95993234,-74.84765961,-93.73538687
1006.204393,20.33826447,0.561445117,-19.21537424,-38.99219359,-58.76901294,-78.5458323,-98.32265165
1006.356393,20.29434776,0.386255503,-19.52183675,-39.42992901,-59.33802127,-79.24611353,-99.15420578
1006.508393,20.56881714,0.464037776,-19.64074159,-39.74552095,-59.85030032,-79.95507968,-100.059859
1006.660393,18.85242081,0.525734186,-17.80095244,-36.12763906,-54.45432569,-72.78101231,-91.10769893
1006.812393,18.54850578,0.485818267,-17.57686925,-35.63955676,-53.70224427,-71.76493179,-89.8276193
1006.964393,19.15685463,0.563052297,-18.03075004,-36.62455237,-55.2183547,-73.81215704,-92.40595937
1007.116393,20.56253052,0.338703334,-19.88512385,-40.10895104,-60.33277822,-80.55660541,-100.7804326
1007.268393,18.22298241,0.347903729,-17.52717495,-35.40225363,-53.27733231,-71.152411,-89.02748968
1007.420393,19.78614426,0.717516542,-18.35111118,-37.41973889,-56.48836661,-75.55699433,-94.62562205
1007.572393,21.09055901,0.412783205,-20.2649926,-40.94276841,-61.62054421,-82.29832002,-102.9760958
1007.724393,21.35969925,0.219698355,-20.92030254,-42.06030344,-63.20030433,-84.34030523,-105.4803061
1007.876393,21.7031002,0.268406302,-21.1662876,-42.60098149,-64.03567539,-85.47036929,-106.9050632
1008.028393,21.70248604,0.20369418,-21.29509768,-42.79388954,-64.2926814,-85.79147326,-107.2902651
1008.180393,21.6875,0.350545198,-20.9864096,-42.32336441,-63.66031921,-84.99727401,-106.3342288
1008.332393,21.6875,0.422443271,-20.84261346,-42.10767019,-63.37272692,-84.63778365,-105.9028404
1008.484393,21.68798828,0.337581575,-21.01282513,-42.36323184,-63.71363854,-85.06404525,-106.414452
1008.636393,21.70265198,0.220275119,-21.26210174,-42.7444786,-64.22685546,-85.70923233,-107.1916092
1008.788393,21.68790627,0.13814792,-21.41161043,-42.96136878,-64.51112713,-86.06088548,-107.6106438
1008.940393,21.7031002,0.136167258,-21.43076568,-42.99769863,-64.56463157,-86.13156451,-107.6984975
1009.092393,21.7031002,0.134768903,-21.43356239,-43.00189369,-64.57022499,-86.13855629,-107.7068876
1009.244393,21.7031002,0.133290976,-21.43651825,-43.00632747,-64.5761367,-86.14594592,-107.7157551
1009.396393,21.7031002,0.132792294,-21.43751561,-43.00782352,-64.57813142,-86.14843933,-107.7187472
1009.548393,21.7031002,0.132300004,-21.43850019,-43.00930039,-64.58010058,-86.15090078,-107.721701
1009.700393,21.7029419,0.132294953,-21.43835199,-43.00899894,-64.57964589,-86.15029284,-107.7209398
1009.852393,21.68762207,0.131799996,-21.42402208,-42.97984415,-64.53566623,-86.0914883,-107.6473104
1010.004393,21.7030201,0.131799996,-21.43942011,-43.01064021,-64.58186032,-86.15308042,-107.7243005
1010.156393,21.68754005,0.131801263,-21.42393752,-42.97967631,-64.5354151,-86.09115389,-107.6468927
1010.308393,21.7030983,0.132299945,-21.43849841,-43.00929677,-64.58009512,-86.15089348,-107.7216918
1010.460393,21.7031002,0.132300004,-21.43850019,-43.00930039,-64.58010058,-86.15090078,-107.721701
1010.612393,21.68758392,0.132300004,-21.42298391,-42.97826783,-64.53355174,-86.08883566,-107.6441196
1010.764393,21.6875,0.131804034,-21.42389193,-42.9795879,-64.53528386,-86.09097983,-107.6466758
1010.916393,20.71367455,0.131799996,-20.45007456,-41.03194911,-61.61382367,-82.19569822,-102.7775728
1011.068393,20.68770981,0.143441901,-20.40082601,-40.94509392,-61.48936183,-82.03362974,-102.5778976
1011.220393,19.16543579,0.285780132,-18.59387553,-37.47353118,-56.35318684,-75.2328425,-94.11249816
1011.372393,17.63805008,0.423714191,-16.7906217,-34.00495759,-51.21929348,-68.43362937,-85.64796525
1011.524393,16.64603233,0.692390442,-15.26125145,-31.21489333,-47.16853522,-63.12217711,-79.075819
1011.676393,15.25248337,0.864116192,-13.52425099,-27.91261816,-42.30098534,-56.68935252,-71.0777197
1011.828393,15.27953339,1.36342597,-12.55268145,-26.46878887,-40.38489629,-54.30100371,-68.21711113
1011.980393,15.31159401,1.588398576,-12.13479686,-25.85799229,-39.58118773,-53.30438316,-67.02757859
1012.132393,15.32005405,1.48594749,-12.34815907,-26.18226563,-40.01637219,-53.85047875,-67.68458531
1012.284393,15.35806084,1.493699312,-12.37066222,-26.23502374,-40.09938527,-53.9637468,-67.82810833
1012.436393,15.5324688,1.408576965,-12.71531487,-26.83920671,-40.96309854,-55.08699038,-69.21088221
1012.588393,15.60661793,1.377159119,-12.85229969,-27.0817585,-41.31121731,-55.54067613,-69.77013494
1012.740393,15.49714756,1.360100746,-12.77694607,-26.91399288,-41.0510397,-55.18808651,-69.32513332
1012.892393,15.11158085,1.334184527,-12.4432118,-26.22060812,-39.99800444,-53.77540077,-67.55279709
1013.044393,14.90768242,1.29023397,-12.32721448,-25.94466293,-39.56211138,-53.17955983,-66.79700828
1013.196393,15.10622025,1.405877471,-12.29446531,-25.99480809,-39.69515087,-53.39549365,-67.09583642
1013.348393,15.36876583,1.389936447,-12.58889294,-26.56772232,-40.5465517,-54.52538109,-68.50421047
1013.500393,15.25737,1.242018223,-12.77333355,-26.78868533,-40.80403711,-54.81938889,-68.83474066
1013.652393,15.25734615,1.166246057,-12.92485404,-27.01595413,-41.10705422,-55.19815432,-69.28925441
1013.804393,15.19909954,1.10340035,-12.99229884,-27.08799803,-41.18369722,-55.27939641,-69.3750956
1013.956393,15.25383377,1.067570448,-13.11869287,-27.3049562,-41.49121952,-55.67748284,-69.86374616
1014.108393,15.34543324,1.243375897,-12.85868145,-26.96073879,-41.06279613,-55.16485348,-69.26691082
1014.260393,15.31517315,1.183978438,-12.94721627,-27.07841099,-41.2096057,-55.34080041,-69.47199512
1014.412393,15.19637966,1.023561955,-13.14925575,-27.32207346,-41.49489116,-55.66770887,-69.84052657
1014.564393,14.86180782,0.768357098,-13.32509362,-27.41854435,-41.51199507,-55.60544579,-69.69889651
1014.716393,14.94415283,0.569071233,-13.80601036,-28.18109196,-42.55617356,-56.93125516,-71.30633675
1014.868393,14.22642899,0.671996236,-12.88243652,-26.43686927,-39.99130203,-53.54573478,-67.10016753
1015.020393,13.74074173,0.761537015,-12.2176677,-25.19687242,-38.17607713,-51.15528185,-64.13448656
1015.172393,13.66738796,0.847715676,-11.97195661,-24.79162889,-37.61130118,-50.43097346,-63.25064574
1015.324393,13.66409969,0.799213588,-12.06567251,-24.93055862,-37.79544472,-50.66033082,-63.52521692
1015.476393,13.62848949,0.940256476,-11.74797654,-24.43620955,-37.12444257,-49.81267558,-62.50090859
1015.628393,13.58239174,0.87783283,-11.82672608,-24.53128499,-37.2358439,-49.94040281,-62.64496172
1015.780393,13.54983711,0.772356868,-12.00512337,-24.78260362,-37.56008386,-50.3375641,-63.11504434
1015.932393,13.46217918,0.719839394,-12.02250039,-24.76484018,-37.50717996,-50.24951975,-62.99185954
1016.084393,13.52343369,0.852994978,-11.81744373,-24.48788245,-37.15832116,-49.82875987,-62.49919858
1016.236393,13.60141563,0.930873454,-11.73966872,-24.4102109,-37.08075307,-49.75129525,-62.42183743
1016.388393,13.74923706,0.900399804,-11.94843745,-24.79727471,-37.64611196,-50.49494922,-63.34378648
1016.540393,13.93296051,0.959195197,-12.01457012,-24.98833543,-37.96210074,-50.93586606,-63.90963137
1016.692393,14.06434059,1.049385667,-11.96556926,-24.98052418,-37.9954791,-51.01043403,-64.02538895
1016.844393,14.11971283,1.038749099,-12.04221463,-25.12317836,-38.20414209,-51.28510583,-64.36606956
1016.996393,14.125,1.103508115,-11.91798377,-24.93947566,-37.96096754,-50.98245943,-64.00395131
1017.148393,14.13187981,1.08901608,-11.95384765,-24.99671138,-38.03957511,-51.08243884,-64.12530257
1017.300393,14.14651775,1.066203594,-12.01411056,-25.09442472,-38.17473887,-51.25505303,-64.33536719
1017.452393,14.12788677,1.080594659,-11.96669745,-25.01398956,-38.06128167,-51.10857379,-64.1558659
1017.604393,14.06355763,1.056517959,-11.95052171,-24.95756138,-37.96460105,-50.97164073,-63.9786804
1017.756393,14.0479002,1.073969245,-11.89996171,-24.87389267,-37.84782362,-50.82175458,-63.79568553
1017.908393,13.97215939,1.012613893,-11.9469316,-24.9064771,-37.8660226,-50.8255681,-63.78511359
1018.060393,13.89998913,0.902220964,-12.0955472,-25.09331537,-38.09108353,-51.0888517,-64.08661987
1018.212393,13.85691261,0.853358388,-12.15019583,-25.15375006,-38.15730428,-51.1608585,-64.16441272
1018.364393,13.71700764,0.741752148,-12.23350334,-25.20875884,-38.18401433,-51.15926982,-64.13452531
1018.516393,13.64834213,0.735931695,-12.17647874,-25.08888918,-38.00129961,-50.91371005,-63.82612048
1018.668393,13.67406178,0.836816609,-12.00042856,-24.83767373,-37.6749189,-50.51216408,-63.34940925
1018.820393,13.66639042,0.935999513,-11.79439139,-24.5247823,-37.25517321,-49.98556412,-62.71595502
1018.972393,13.63747978,0.970952034,-11.69557571,-24.36210346,-37.0286312,-49.69515895,-62.3616867
1019.124393,13.62618733,0.969682574,-11.68682218,-24.34332694,-36.99983169,-49.65633645,-62.31284121
1019.276393,13.51935196,1.019933462,-11.47948504,-23.97890353,-36.47832203,-48.97774053,-61.47715903
1019.428393,13.46048546,1.010343194,-11.43979907,-23.88994134,-36.3400836,-48.79022587,-61.24036814
1019.580393,13.4531002,0.966234386,-11.52063143,-24.00749724,-36.49436306,-48.98122887,-61.46809468
1019.732393,13.52512932,0.975250959,-11.5746274,-24.12450576,-36.67438412,-49.22426249,-61.77414085
1019.884393,13.64998245,0.975661159,-11.69866013,-24.37298142,-37.04730271,-49.72162401,-62.3959453
1020.036393,13.70436001,1.0348593,-11.63464141,-24.30414212,-36.97364283,-49.64314354,-62.31264425
1020.188393,13.67854404,1.068719626,-11.54110479,-24.1509292,-36.76075362,-49.37057803,-61.98040244
1020.340393,13.6718998,0.941626012,-11.78864778,-24.51892156,-37.24919535,-49.97946914,-62.70974293
1020.492393,13.63966847,0.886319995,-11.86702848,-24.62037696,-37.37372543,-50.12707391,-62.88042238
1020.644393,13.61357307,0.788865149,-12.03584277,-24.86055069,-37.68525861,-50.50996654,-63.33467446
1020.796393,13.58376503,0.749425411,-12.08491421,-24.91925383,-37.75359345,-50.58793307,-63.42227268
1020.948393,13.603652,0.771060407,-12.06153119,-24.89412278,-37.72671437,-50.55930597,-63.39189756
1021.100393,13.62209415,0.82417649,-11.97374117,-24.77165883,-37.56957649,-50.36749415,-63.16541181
1021.252393,13.68834305,0.77676636,-12.13481033,-25.04638702,-37.95796371,-50.8695404,-63.78111709
1021.404393,13.70309925,0.737492979,-12.22811329,-25.19371956,-38.15932583,-51.12493211,-64.09053838
1021.556393,13.67167568,0.76137358,-12.14892852,-25.05923062,-37.96953272,-50.87983482,-63.79013692
1021.708393,13.67036343,0.805060089,-12.06024325,-24.92554659,-37.79084993,-50.65615328,-63.52145662
1021.860393,13.72819138,0.774442911,-12.17930556,-25.13305403,-38.0868025,-51.04055097,-63.99429943
1022.012393,13.76087761,0.750631928,-12.25961375,-25.26985944,-38.28010512,-51.2903508,-64.30059648
1022.164393,13.75939465,0.831743121,-12.09590841,-25.02355994,-37.95121147,-50.878863,-63.80651452
1022.316393,13.76398468,0.89338094,-11.9772228,-24.84782654,-37.71843028,-50.58903402,-63.45963776
1022.468393,13.72237587,0.943152249,-11.83607137,-24.61529499,-37.39451861,-50.17374224,-62.95296586
1022.620393,13.69861412,1.045507073,-11.60759997,-24.26070702,-36.91381407,-49.56692112,-62.22002816
1022.772393,13.62787724,0.879413784,-11.86904967,-24.61751313,-37.36597658,-50.11444004,-62.8629035
1022.924393,13.59719563,0.771404684,-12.05438626,-24.88017721,-37.70596815,-50.5317591,-63.35755005
1023.076393,13.56939888,0.782873511,-12.00365186,-24.79017723,-37.5767026,-50.36322797,-63.14975333
1023.228393,13.4350071,0.765482962,-11.90404118,-24.57356531,-37.24308945,-49.91261359,-62.58213773
1023.380393,13.50122356,0.747305334,-12.00661289,-24.76053112,-37.51444934,-50.26836757,-63.0222858
1023.532393,13.5613699,0.70459336,-12.15218318,-25.00895972,-37.86573626,-50.7225128,-63.57928934
1023.684393,13.54630852,0.565560579,-12.41518736,-25.3959353,-38.37668324,-51.35743119,-64.33817913
1023.836393,13.40737343,0.639946401,-12.12748063,-24.89490766,-37.66233469,-50.42976172,-63.19718874
1023.988393,13.54024124,1.379450679,-10.78133988,-22.94213044,-35.102921,-47.26371157,-59.42450213
1024.140393,13.82569027,1.393216252,-11.03925777,-23.47173178,-35.9042058,-48.33667982,-60.76915384
1024.292393,13.90439129,1.560952306,-10.78248668,-23.12592566,-35.46936465,-47.81280363,-60.15624261
1024.444393,13.7232008,1.394095778,-10.93500924,-23.26411427,-35.59321929,-47.92232431,-60.25142933
1024.596393,13.61702919,1.013419509,-11.59019017,-24.19379985,-36.79740953,-49.40101922,-62.0046289
1024.748393,13.51362133,1.09365952,-11.32630229,-23.7462641,-36.16622591,-48.58618772,-61.00614953
1024.900393,13.50189877,1.30592823,-10.89004231,-23.08601285,-35.28198339,-47.47795393,-59.67392447
1025.052393,13.49035835,1.135434032,-11.21949029,-23.5744146,-35.92933892,-48.28426324,-60.63918756
1025.204393,13.50178814,1.06539619,-11.37099576,-23.80738771,-36.24377966,-48.68017161,-61.11656356
1025.356393,13.45576096,1.0695467,-11.31666756,-23.70288182,-36.08909608,-48.47531034,-60.8615246
1025.508393,13.34527683,0.91470176,-11.51587331,-23.94644838,-36.37702345,-48.80759852,-61.23817359
1025.660393,13.28956986,1.059596777,-11.17037631,-23.40034939,-35.63032247,-47.86029556,-60.09026864
1025.812393,13.21259403,1.213396907,-10.78580022,-22.78499734,-34.78419446,-46.78339159,-58.78258871
1025.964393,13.13620663,1.43625927,-10.26368809,-21.96363545,-33.66358281,-45.36353017,-57.06347753
1026.116393,13.16264725,1.458135366,-10.24637652,-21.9508884,-33.65540029,-45.35991217,-57.06442405
1026.268393,13.10610962,1.527142406,-10.05182481,-21.63079202,-33.20975924,-44.78872645,-56.36769366
1026.420393,13.04424572,1.474528909,-10.0951879,-21.66490471,-33.23462152,-44.80433834,-56.37405515
1026.572393,13.00876617,1.369067907,-10.27063036,-21.91032862,-33.55002688,-45.18972515,-56.82942341
1026.724393,13.01117802,0.963692546,-11.08379293,-23.1312784,-35.17876388,-47.22624935,-59.27373482
1026.876393,12.97099495,0.862531841,-11.24593127,-23.35439438,-35.46285749,-47.5713206,-59.6797837
1027.028393,12.93091011,0.973475158,-10.98395979,-22.94139475,-34.8988297,-46.85626465,-58.8136996
1027.180393,12.94954872,1.088968635,-10.77161145,-22.63219154,-34.49277162,-46.35335171,-58.21393179
1027.332393,12.99952507,1.221794486,-10.5559361,-22.33366668,-34.11139727,-45.88912785,-57.66685843
1027.484393,13.0156002,1.267781138,-10.48003792,-22.22785699,-33.97567605,-45.72349511,-57.47131417
1027.636393,12.99920178,1.243499398,-10.51220298,-22.26790537,-34.02360775,-45.77931013,-57.53501251
1027.788393,12.98130608,1.199019909,-10.58326626,-22.36555243,-34.1478386,-45.93012478,-57.71241095
1027.940393,12.94398022,1.162134886,-10.61971045,-22.40155578,-34.18340112,-45.96524645,-57.74709178
1028.092393,12.90260315,1.071148157,-10.76030684,-22.59176183,-34.42321682,-46.25467182,-58.08612681
1028.244393,12.82592773,0.962038457,-10.90185082,-22.76574009,-34.62962936,-46.49351864,-58.35740791
1028.396393,12.85597324,0.846951246,-11.16207075,-23.17109274,-35.18011474,-47.18913673,-59.19815872
1028.548393,12.93094921,0.791176379,-11.34859645,-23.48836928,-35.62814211,-47.76791495,-59.90768778
1028.700393,12.91045189,0.766391039,-11.37766981,-23.52173066,-35.66579151,-47.80985237,-59.95391322
1028.852393,12.80565262,0.779391408,-11.2468698,-23.27313102,-35.29939223,-47.32565344,-59.35191465
1029.004393,12.76031971,0.77846998,-11.20337975,-23.18522948,-35.16707921,-47.14892894,-59.13077867
1029.156393,12.73674583,0.787571073,-11.16160368,-23.11077844,-35.0599532,-47.00912796,-58.95830271
1029.308393,12.68984032,0.792787135,-11.10426605,-23.00131924,-34.89837242,-46.79542561,-58.69247879
1029.460393,12.68234444,0.813223183,-11.05589807,-22.92501933,-34.79414059,-46.66326185,-58.5323831
1029.612393,12.71876812,0.883970499,-10.95082712,-22.78562474,-34.62042236,-46.45521999,-58.29001761
1029.764393,12.74994183,0.973079681,-10.80378247,-22.58064462,-34.35750677,-46.13436892,-57.91123106
1029.916393,12.77327728,1.021683693,-10.72990989,-22.48150348,-34.23309707,-45.98469066,-57.73628424
1030.068393,12.7246027,1.014564633,-10.69547343,-22.4055115,-34.11554957,-45.82558764,-57.5356257
1030.220393,12.71583557,0.838006675,-11.03982222,-22.91765112,-34.79548001,-46.67330891,-58.5511378
1030.372393,13.08912849,0.771698117,-11.54573226,-23.86316263,-36.180593,-48.49802338,-60.81545375
1030.524393,13.28764725,0.976416588,-11.33481407,-23.64604474,-35.9572754,-48.26850606,-60.57973672
1030.676393,13.29737186,1.133255959,-11.03085994,-23.19497584,-35.35909174,-47.52320765,-59.68732355
1030.828393,13.30709553,0.982788444,-11.34151864,-23.66582573,-35.99013281,-48.3144399,-60.63874699
1030.980393,13.31682015,0.847845912,-11.62112833,-24.09010256,-36.5590768,-49.02805104,-61.49702528
1031.132393,13.11009598,0.758151054,-11.59379387,-23.9457388,-36.29768372,-48.64962865,-61.00157358
1031.284393,12.90748596,0.720156908,-11.46717214,-23.6545012,-35.84183025,-48.0291593,-60.21648835
1031.436393,12.8593998,0.778390586,-11.30261863,-23.38362784,-35.46463706,-47.54564627,-59.62665548
1031.588393,12.83959961,0.831300259,-11.17699909,-23.18529844,-35.19359779,-47.20189715,-59.2101965
1031.740393,12.76415062,0.880917728,-11.00231516,-22.88554806,-34.76878095,-46.65201384,-58.53524673
1031.892393,12.66776085,0.912834763,-10.84209132,-22.59701741,-34.3519435,-46.10686959,-57.86179567
1032.044393,12.62792683,0.898945928,-10.83003497,-22.55901588,-34.28799678,-46.01697768,-57.74595858
1032.196393,12.62985134,0.860455036,-10.90894127,-22.67833757,-34.44773388,-46.21713018,-57.98652648
1032.348393,12.6328001,0.877214909,-10.87837028,-22.63395547,-34.38954066,-46.14512586,-57.90071105
1032.500393,12.6328001,0.872155011,-10.88849008,-22.64913517,-34.40978026,-46.17042535,-57.93107043
1032.652393,12.6328001,0.835766137,-10.96126783,-22.75830179,-34.55533575,-46.35236972,-58.14940368
1032.804393,12.63756847,0.830808759,-10.97595095,-22.78271066,-34.58947037,-46.39623009,-58.2029898
1032.956393,12.63110256,0.896839738,-10.83742308,-22.57168591,-34.30594873,-46.04021155,-57.77447437
1033.108393,12.62972641,0.93812114,-10.75348413,-22.4450894,-34.13669467,-45.82829994,-57.51990521
1033.260393,12.6328001,0.930930674,-10.77093875,-22.47280818,-34.1746776,-45.87654703,-57.57841646
1033.412393,12.57177639,0.874497056,-10.82278228,-22.52006161,-34.21734095,-45.91462028,-57.61189961
1033.564393,12.5453043,0.851931751,-10.8414408,-22.53481335,-34.2281859,-45.92155845,-57.61493099
1033.716393,12.54540348,0.833180249,-10.87904298,-22.59126621,-34.30348944,-46.01571268,-57.72793591
1033.868393,12.5483532,0.819196284,-10.90996063,-22.63911755,-34.36827446,-46.09743138,-57.8265883
1034.020393,12.5408802,0.800184429,-10.94051134,-22.68120711,-34.42190288,-46.16259866,-57.90329443
1034.172393,12.52665615,0.774559677,-10.9775368,-22.72963327,-34.48172974,-46.23382622,-57.98592269
1034.324393,12.52340031,0.779390752,-10.96461881,-22.70862836,-34.45263792,-46.19664748,-57.94065704
1034.476393,12.49613571,0.795789659,-10.90455639,-22.60490244,-34.30524849,-46.00559455,-57.7059406
1034.628393,12.47659874,0.814871073,-10.84685659,-22.50858426,-34.17031193,-45.8320396,-57.49376726
1034.780393,12.47659874,0.831165135,-10.81426847,-22.45970208,-34.10513568,-45.75056929,-57.39600289
1034.932393,12.4720602,0.853886485,-10.76428723,-22.38246095,-34.00063466,-45.61880838,-57.23698209
1035.084393,12.46870041,0.893165767,-10.68236888,-22.25790352,-33.83343816,-45.40897281,-56.98450745
1035.236393,12.41091251,0.927061081,-10.55679035,-22.04064178,-33.52449321,-45.00834464,-56.49219606
1035.388393,12.29189205,0.918605983,-10.45468008,-21.82796615,-33.20125222,-44.57453829,-55.94782435
1035.540393,12.22559547,0.891666114,-10.44226324,-21.7761926,-33.11012195,-44.44405131,-55.77798067
1035.692393,12.21436214,0.862863004,-10.48863613,-21.84013527,-33.1916344,-44.54313354,-55.89463268
1035.844393,12.20654011,0.897064865,-10.41241038,-21.72188563,-33.03136087,-44.34083612,-55.65031136
1035.996393,12.2031002,0.941731453,-10.31963729,-21.58100604,-32.84237479,-44.10374354,-55.36511228
1036.148393,12.17712975,0.884667754,-10.40779424,-21.70025624,-32.99271823,-44.28518023,-55.57764223
1036.300393,12.16915226,0.869170368,-10.43081152,-21.73079342,-33.03077531,-44.3307572,-55.63073909
1036.452393,12.19253349,0.892447949,-10.40763759,-21.70772313,-33.00780867,-44.30789422,-55.60797976
1036.604393,12.22444153,0.888700008,-10.44704151,-21.78278304,-33.11852456,-44.45426608,-55.7900076
1036.756393,12.24643707,0.878597796,-10.48924148,-21.85708075,-33.22492003,-44.5927593,-55.96059857
1036.908393,12.27534962,0.867181301,-10.54098702,-21.94915534,-33.35732366,-44.76549198,-56.17366029
1037.060393,12.28845596,0.85055536,-10.58734524,-22.02524584,-33.46314644,-44.90104704,-56.33894764
1037.212393,12.26450253,0.865320206,-10.53386212,-21.93304444,-33.33222677,-44.73140909,-56.13059141
1037.364393,12.25831413,0.876442492,-10.50542915,-21.88730078,-33.26917242,-44.65104406,-56.0329157
1037.516393,12.25732899,0.843164146,-10.5710007,-21.98516554,-33.39933039,-44.81349523,-56.22766007
1037.668393,12.2458849,0.807740688,-10.63040352,-22.06854774,-33.50669195,-44.94483616,-56.38298037
1037.820393,12.21348572,0.777259231,-10.65896726,-22.09519375,-33.53142024,-44.96764673,-56.40387321
