CALI,RSHA,RMED,RDEP,RHOB,GR,SP
13.70309925,0.737492979,1.104231834,1.502725363,2.016237736,81.38549805,183.9281464
13.67167568,0.76137358,1.104338884,1.412638068,2.016834498,77.89844513,183.7985687
13.67036343,0.805060089,1.079002857,1.411084533,2.0096035,74.84170532,183.1476898
13.72819138,0.774442911,1.122366428,1.47133255,2.012587786,71.8602066,182.499527
13.76087761,0.750631928,1.198713541,1.613327026,2.021671772,73.79418182,182.5745392
13.75939465,0.831743121,1.213149905,1.713557601,2.024089336,75.73021698,183.1221924
13.76398468,0.89338094,1.181540608,1.719979286,2.012272596,75.02186585,183.1508942
13.72237587,0.943152249,1.193866372,1.591931343,2.001049519,73.21897888,182.8286743
13.69861412,1.045507073,1.226943016,1.505619168,1.997253656,72.32028198,182.6515503
13.62787724,0.879413784,1.121218324,1.504015327,2.007629633,74.68934631,182.919342
13.59719563,0.771404684,1.071035147,1.56671536,2.032158852,76.15723419,183.4888916
13.56939888,0.782873511,1.135706544,1.644241214,2.047112703,75.93648529,184.0147858
13.4350071,0.765482962,1.204135537,1.679213882,2.042816639,74.16152954,184.5134583
13.50122356,0.747305334,1.197504401,1.648218989,2.043327332,71.55825806,184.431427
13.5613699,0.70459336,1.320359469,1.72990787,2.04595685,69.20137024,183.7962952
13.54630852,0.565560579,1.407943964,1.887230873,2.051814795,72.6764679,183.625
13.40737343,0.639946401,1.499813318,2.020248652,2.066052437,75.64707184,183.1460571
13.54024124,1.379450679,1.465033889,2.077307701,2.054193258,75.99658966,182.5227203
13.82569027,1.393216252,1.333947658,1.974646449,2.025425911,72.70199585,181.7088623
13.90439129,1.560952306,1.270741344,1.821233034,2.023940086,72.96735382,180.7415619
13.7232008,1.394095778,1.337573648,1.697922945,2.050739288,76.20993042,180.5944977
13.61702919,1.013419509,1.336469173,1.688073635,2.066438437,77.54862976,180.7191467
13.51362133,1.09365952,1.329751492,1.757706642,2.074011087,75.24783325,180.6561737
13.50189877,1.30592823,1.357370734,1.958225012,2.062818289,71.6799469,180.344574
13.49035835,1.135434032,1.400488019,1.994475961,2.050513268,69.16612244,179.9704895
13.50178814,1.06539619,1.394191384,1.930170536,2.045129538,69.18231964,179.7821198
13.45576096,1.0695467,1.405469775,1.83403647,2.053261042,71.64200592,180.0275879
13.34527683,0.91470176,1.374120712,1.821486712,2.068590403,73.12917328,179.9405518
13.28956986,1.059596777,1.417831063,1.900975585,2.071592093,72.50226593,179.3237915
13.21259403,1.213396907,1.512965202,2.024778843,2.051950216,72.85102844,178.8503265
13.13620663,1.43625927,1.477379084,2.13827014,2.035472155,73.75487518,179.3884277
13.16264725,1.458135366,1.459917307,2.142040491,2.030992985,75.54520416,179.8976898
13.10610962,1.527142406,1.453915238,2.044523001,2.019378185,75.58176422,180.2716217
13.04424572,1.474528909,1.326066017,1.831839323,2.010902405,75.14942169,179.5629273
13.00876617,1.369067907,1.249886751,1.683709145,2.012361288,76.36569977,180.3285065
13.01117802,0.963692546,1.236893654,1.629226327,2.023042679,75.57629395,181.2873993
12.97099495,0.862531841,1.187068939,1.628963947,2.027074575,75.01789093,181.9460602
12.93091011,0.973475158,1.194568276,1.713109136,2.033439875,73.17752075,182.2138977
12.94954872,1.088968635,1.286350012,1.816979051,2.052653313,74.16558075,182.161377
12.99952507,1.221794486,1.320276737,1.865689278,2.062545061,73.15380096,182.0367279
13.0156002,1.267781138,1.368166208,1.835451603,2.050612688,75.6478653,182.3518219
12.99920178,1.243499398,1.382803679,1.806895375,2.064389467,77.87602997,183.0256195
12.98130608,1.199019909,1.343279243,1.8107481,2.077665329,80.21404266,183.5118713
12.94398022,1.162134886,1.335128903,1.853648782,2.080594063,79.67147064,184.0596924
12.90260315,1.071148157,1.329729438,1.844226956,2.074543238,79.40900421,183.5569916
12.82592773,0.962038457,1.216678858,1.776110411,2.065019131,76.71540833,183.3362732
12.85597324,0.846951246,1.238395453,1.698672414,2.047538281,73.3314209,183.5469208
12.93094921,0.791176379,1.221393108,1.601305485,2.033184528,72.50341797,183.4537811
12.91045189,0.766391039,1.150418878,1.557096005,2.022339582,76.65680695,182.863205
12.80565262,0.779391408,1.096367359,1.562493682,2.020056248,78.05281067,182.370163
12.76031971,0.77846998,1.13898325,1.615168929,1.998211384,76.54299164,181.9960938
12.73674583,0.787571073,1.106139064,1.609792709,1.984085679,74.29264069,182.54982
12.68984032,0.792787135,1.084492207,1.571335316,1.979962111,76.81809235,183.2110138
12.68234444,0.813223183,1.116152048,1.515079975,2.003380299,79.10700226,183.4586945
12.71876812,0.883970499,1.156735063,1.519301653,2.015986919,82.27101135,183.3333283
12.74994183,0.973079681,1.119156957,1.547310591,2.022389889,80.44959259,183.5820923
12.77327728,1.021683693,1.085992336,1.581885099,2.010750055,80.63134766,183.9980316
12.7246027,1.014564633,1.10499692,1.606637359,2.02766037,79.37998962,184.125
12.71583557,0.838006675,1.093443155,1.586843729,2.041016817,80.95636749,183.7969513
13.08912849,0.771698117,1.126752973,1.537685037,2.047473908,79.43399048,183.2982178
13.28764725,0.976416588,1.19274509,1.559894323,2.02192378,78.32241058,183.0436554
13.29737186,1.133255959,1.156858087,1.588093519,2.002188444,76.69879913,183.6482391
13.30709553,0.982788444,1.099058509,1.578684211,1.975825548,78.14835358,184.4841003
13.31682015,0.847845912,1.041430831,1.531966925,1.981551766,77.81230927,185.151825
13.11009598,0.758151054,1.049946189,1.466654539,1.983803392,77.23538208,185.6152496
12.90748596,0.720156908,1.0794909,1.429641843,1.993624568,75.68325806,185.5905304
12.8593998,0.778390586,1.081325412,1.482759118,1.987544417,72.90055084,185.658844
12.83959961,0.831300259,1.11709857,1.588187456,1.990374088,73.57510376,185.5918579
12.76415062,0.880917728,1.130075336,1.663448453,2.007325411,75.42881012,185.5
12.66776085,0.912834763,1.150005102,1.663426876,2.021137238,75.81988525,185.029541
12.62792683,0.898945928,1.124055266,1.585091114,2.019027472,73.44630432,184.2814484
12.62985134,0.860455036,1.101639152,1.525296807,2.015145063,71.16841126,184.2332459
12.6328001,0.877214909,1.152739167,1.534136295,2.025086165,73.91564941,184.7621307
12.6328001,0.872155011,1.109855056,1.617854953,2.032306671,76.78541565,185.0770874
12.6328001,0.835766137,1.08483386,1.674550533,2.028970957,78.9245224,184.9714813
12.63756847,0.830808759,1.134420157,1.662202954,2.027514696,80.73990631,184.5693207
12.63110256,0.896839738,1.158308744,1.584890127,2.008570194,80.03242493,184.146698
12.62972641,0.93812114,1.131912828,1.493379951,1.995830417,78.94697571,184.0757599
12.6328001,0.930930674,1.077446699,1.458748221,1.981826663,78.82543182,183.7478333
12.57177639,0.874497056,1.047929525,1.503813982,1.974845648,80.79138184,183.0490875
12.5453043,0.851931751,1.029298544,1.542679548,1.982397556,79.81819153,182.6751862
12.54540348,0.833180249,1.036917567,1.513656735,1.958798647,75.81715393,182.9974365
12.5483532,0.819196284,1.025391698,1.426593304,1.961362481,72.45670319,183.6948853
12.5408802,0.800184429,0.975949764,1.370556712,1.96386385,70.68499756,184.2952881
12.52665615,0.774559677,1.034495235,1.399799585,1.97362864,72.05033112,184.5734863
12.52340031,0.779390752,1.067528129,1.51695919,1.987220764,73.60514069,184.625
12.49613571,0.795789659,1.084654093,1.578287244,1.991618395,74.61351013,184.333725
12.47659874,0.814871073,1.086117506,1.560889006,2.008506537,73.77384186,183.9075165
12.47659874,0.831165135,1.1377455,1.539813757,2.011410475,73.2190094,183.5335388
12.4720602,0.853886485,1.179237723,1.576632977,2.028254747,74.35263825,183.4468384
12.46870041,0.893165767,1.194004297,1.665578246,2.037031889,74.97324371,183.4285126
12.41091251,0.927061081,1.152297378,1.736849904,2.031490088,76.35216522,183.873169
12.29189205,0.918605983,1.1467942,1.726009488,2.011473894,78.68636322,184.3917694
12.22559547,0.891666114,1.13403666,1.647623658,2.014275551,80.00495911,184.5705414
12.21436214,0.862863004,1.124832273,1.556390762,2.018116951,80.46066284,184.625
12.20654011,0.897064865,1.129829884,1.527922034,2.016412258,80.38040924,183.9960632
12.2031002,0.941731453,1.116428256,1.555608749,2.013730049,81.50906372,183.5695496
12.17712975,0.884667754,1.144909859,1.611534357,2.010687351,80.76281738,183.5557861
12.16915226,0.869170368,1.094725132,1.632130146,1.992979169,78.31356812,183.5
12.19253349,0.892447949,1.086259723,1.57930243,1.989159703,76.95156097,183.2257843
12.22444153,0.888700008,1.127735019,1.488117099,1.982680917,76.12474823,182.931778
12.24643707,0.878597796,1.099106431,1.434584975,1.980137706,74.48862457,182.8071137
12.27534962,0.867181301,1.089210033,1.454436183,1.969980955,70.13195801,182.9526825
12.28845596,0.85055536,1.052771926,1.519748211,1.965442538,69.49266052,183.125
12.26450253,0.865320206,1.055343509,1.568506718,1.963020563,72.04838562,183.0581055
12.25831413,0.876442492,1.075153232,1.54391253,1.957228661,73.91991425,182.8667603
12.25732899,0.843164146,1.053449035,1.461582065,1.961882949,74.27089691,182.8825684
12.2458849,0.807740688,1.018505931,1.400251746,1.958430409,73.92178345,183.0659485
12.21348572,0.777259231,1.016667366,1.407230377,1.95923996,75.92637634,183.1906128
12.15485573,0.756089032,1.0442276,1.472124219,1.956389427,76.74918366,183.3805695
12.08441639,0.777365148,1.055491567,1.554048181,1.948841691,76.1924057,183.5649567
12.03071785,0.741401553,1.034516335,1.577516675,1.961262822,74.76152039,183.7542419
11.9513092,0.674056351,1.03043592,1.493863106,1.947184205,73.79467773,184.1964569
11.90758133,0.672593892,1.034642577,1.394520044,1.946559787,74.37792206,184.8197937
11.94069386,0.551461041,0.978673398,1.375758171,1.956502318,76.72694397,185.3795013
11.97380543,0.459409922,0.967861533,1.414696932,1.968888879,77.26096344,185.6882935
12.00691795,0.528323054,0.992374063,1.465525985,1.970335841,75.15209961,186.0648193
12.10562325,0.591355503,0.994261265,1.462895036,1.952837825,74.09242249,186.8760529
12.23031235,0.600156486,0.95125562,1.403158307,1.966610789,74.93309021,187.4996033
12.30051708,0.602577388,0.934029758,1.325575948,1.972704649,76.40544891,187.8108978
12.34739494,0.632178783,0.97631377,1.298519969,1.968523264,77.33274841,187.8149414
12.41701984,0.643023431,1.004864335,1.336082339,1.966354847,77.26718903,187.3795776
12.51068211,0.627365351,0.96189338,1.391599178,1.965796709,75.91586304,187.3080597
12.57747078,0.631685436,0.914972961,1.44859767,1.964743257,75.10551453,187.5606842
12.61666489,0.661432207,0.926698625,1.445374489,1.957056642,75.59284973,187.0214386
12.6328001,0.676883936,0.951758325,1.393500805,1.968771338,76.35240936,186.1348877
12.6328001,0.692087173,1.005576253,1.343885541,1.964900971,74.48345947,185.4571533
12.6328001,0.705181062,0.988240302,1.345064759,1.962411046,72.30164337,185.0593567
12.6328001,0.730419517,0.977011263,1.419561386,1.963104129,73.64584351,185.125
12.6328001,0.772916079,1.035747528,1.503344417,1.95734632,77.50336456,185.0075989
12.6328001,0.804076076,1.006410122,1.525099278,1.986985207,80.12109375,184.5248108
12.6328001,0.809867859,0.973174751,1.47051096,1.97527945,79.49777985,184.3571472
12.6328001,0.804845572,0.998806298,1.399465919,1.97251308,76.94216156,184.9711914
12.6328001,0.813907027,1.007494211,1.388151527,1.969713807,74.52898407,185.4898377
12.62923718,0.817261457,1.019067645,1.460497141,1.962537169,72.54178619,185.4537354
12.62854099,0.803433359,1.018971324,1.525892019,1.957409382,72.73168945,185.25
12.6328001,0.80858618,1.02491951,1.519177794,1.96760726,74.0342865,185.25
12.62230015,0.798974514,0.98368752,1.465576172,1.956216574,75.346138,185.5304413
12.60591984,0.795932412,0.995350242,1.395578742,1.966799617,75.07620239,186.098053
12.60159969,0.799060345,1.026057482,1.3705585,1.961438298,72.54893494,186.541275
12.60159969,0.784038842,0.991394103,1.412757158,1.956028342,70.63939667,186.860199
12.60159969,0.802869976,0.97278589,1.48203826,1.955949307,69.03986359,187.2190399
12.60159969,0.814295352,1.000517249,1.499521256,1.962203503,69.89414978,187.7177429
12.60159969,0.782464802,1.002936602,1.461936235,1.964242578,70.7303009,187.9459076
12.60159969,0.760629594,0.992257059,1.419101596,1.969537735,72.78980255,187.6599121
12.61160183,0.761499703,1.03668654,1.373655558,1.974986792,77.05517578,186.9475403
12.60505772,0.792896152,1.014725208,1.385609627,1.992738843,82.03494263,185.8435059
12.58803082,0.820847213,1.032795787,1.463056207,1.992699385,82.20838928,184.7552185
12.60159969,0.81347239,1.035159946,1.517421007,1.964374423,80.89605713,184.1450348
12.60159969,0.837789536,1.002353668,1.491502166,1.964247942,80.25798798,183.9478455
12.60159969,0.85791719,0.997892737,1.448007107,1.952840209,77.94818115,183.7713623
12.60481358,0.811552525,0.973869741,1.391021848,1.947969794,77.07678223,183.6764984
12.61578369,0.762798071,0.978961229,1.341064453,1.957818389,78.93019104,183.4942169
12.62817192,0.762555122,1.052646279,1.394693613,2.012293577,85.84254456,183.175827
12.6328001,0.822519779,1.077938438,1.533794284,2.059002638,88.81711578,183.098526
12.6328001,0.925897896,1.086048365,1.666264296,2.050838709,86.47107697,182.6241455
12.6328001,1.067820549,1.135971069,1.711671472,2.023982287,85.62200165,182.1005096
12.6297102,1.136155367,1.167469382,1.675602198,2.038152456,86.71472168,182.0730286
12.62806702,1.127271056,1.156242013,1.608640313,2.026773214,87.06330109,182.4241638
12.62060833,1.111456037,1.17447257,1.561277628,2.028667212,86.90392304,182.3534699
12.59248161,1.115381599,1.123200774,1.594635963,2.003468514,85.65474701,182.0765076
12.57208252,1.111243844,1.107106209,1.634688258,2.007372141,86.30175781,182.1446533
12.55951119,1.018578172,1.114301801,1.594388604,1.998946309,84.99298859,182.6144867
12.5546999,0.904062331,1.072471142,1.488898516,1.985467076,82.37705994,183.3804321
12.5546999,0.852505207,1.022559285,1.396515489,1.964366555,79.25260925,184.519577
12.5546999,0.837098241,1.017245173,1.388814926,1.955416679,77.04654694,185.7032318
12.5546999,0.838329732,0.976299524,1.420516253,1.952067137,75.20343018,186.3897095
12.5546999,0.843789816,0.974367321,1.474960446,1.953596354,75.63347626,186.717453
12.5546999,0.794499159,0.996227324,1.507952809,1.95835495,78.15262604,186.6913757
12.5546999,0.750864506,1.006279588,1.487497211,1.974784613,82.38961029,186.0560761
12.5546999,0.774913073,1.037966371,1.444509625,1.995491982,83.45522308,185.2737885
12.5546999,0.829629421,0.997030497,1.396471858,1.966242433,81.46656799,184.5158234
12.5546999,0.875713229,1.041624904,1.404445887,1.970688105,82.03147125,183.6966858
12.54918003,0.874735296,1.000014663,1.453525901,1.965522647,83.38659668,183.5076904
12.53357983,0.871619642,0.998378038,1.509775758,1.98754704,85.95747376,184.0576477
12.52340031,0.848122895,1.037889957,1.46643877,1.98199594,84.95833588,184.712265
12.52340031,0.796748459,0.983460486,1.368560195,1.973809958,84.30382538,185.221283
12.5180378,0.765930831,0.96874392,1.282859325,1.971471548,82.99412537,185.8320313
12.50248051,0.725177944,0.974095404,1.287093401,1.959768176,80.3321991,185.8778687
12.4869194,0.718531311,0.938245177,1.344687819,1.953143835,78.28942871,185.9980774
