,CALI,RSHA,RMED,RDEP,RHOB,GR,SP,ROP,DRHO,FORCE_2020_LITHOFACIES_LITHOLOGY
108,8.4252548218,1.9095412493000001,1.8942855597,1.8934754133,2.2968866825,127.01615906,,137.03482056,0.0502175614,65000
109,8.402544021599999,1.9160670041999999,1.9048701525,1.8957629204,2.292812109,124.12722015,,141.03448486,0.0502847731,65000
110,8.4454860687,1.9163236618000001,1.8876442909,1.9019800425,2.2989485264,122.62483215,,145.64021301,0.060064829900000005,65000
111,8.872202873200001,1.8682595491,1.8433872461,1.8451822996,2.2989487648,123.22674561,,146.66061401,0.0687995702,65000
112,9.0644865036,1.8852487803,1.8558114766999998,1.8677601813999998,2.3372762203,123.61660004,,140.05493164,0.1213398576,65000
113,9.3017139435,1.9407159090000001,1.9192178249,1.9088388681,2.1102974415,127.78925323,,139.53070068,0.0705748647,65000
114,8.9634914398,1.9486228228,1.9396693707,1.9371769428,2.090767622,129.05668640000002,,125.68767548,0.0809620917,65000
115,8.8011293411,1.8921315669999998,1.8767927885,1.8847390413,2.0329601765,127.34780121,,118.19900513,0.0260949284,65000
116,8.581534385700001,1.87571311,1.8521864413999998,1.864256382,2.2423789501,123.58112335,,112.28886414,0.06631771480000001,65000
117,8.4872159958,1.8828175068000002,1.8541829586,1.8575527668,2.2649807930000003,118.67165375,,107.42168427,0.042474299699999996,65000
118,8.5388240814,1.918544054,1.8982676268,1.9039988518000002,2.2748138905,117.84749603,,105.38630676,0.029405972000000002,65000
119,8.3396453857,1.8579446077000001,1.85453403,1.8674565554,2.262254715,120.63195801,,105.13225555,0.0215671975,65000
120,8.3954124451,1.8351156712,1.8255497216999998,1.8337898254,2.2547926903,127.10124207,,105.2519989,0.020620990500000002,65000
121,8.456459045399999,1.8344601393000002,1.8218183517,1.824420929,2.2508873940000003,128.98979187,,104.71193695,0.024794256299999998,65000
122,8.314558029199999,1.830329299,1.8129805326,1.8125783205000001,2.2451615334,127.30654144,,107.43998718,0.0265456345,65000
123,8.2937164307,1.8062922955,1.7957550287000001,1.8006436825,2.2412176132,126.95400238,,107.78968811,0.0289177075,65000
124,8.2744731903,1.7711068391999998,1.7704396247999998,1.7835571766,2.235935688,128.87001038,,115.31464386,0.029288442799999998,65000
125,8.2741165161,1.7540261744999999,1.7568186522,1.7659808397,2.2358291149,130.32241821,,122.53190613,0.0307108331,65000
126,8.300245285,1.7523880005,1.7607625723,1.762229681,2.236866951,128.42274475,,130.16868591,0.0325703174,65000
127,8.498023033099999,1.7462646961000001,1.7309116125,1.7379850149,2.2434856892,127.70722198,,133.07548523,0.0375328772,65000
128,8.5083608627,1.7438271046,1.7325417994999999,1.7371339797999998,2.255409956,128.64627075,,140.7666626,0.0482487343,65000
129,8.5174913406,1.7688734531,1.7580633163,1.772795558,2.2627520561,129.57041931,,140.76374817,0.055800471500000004,65000
130,8.517375946,1.7792904377,1.7768186331,1.7879053353999999,2.2634263038999998,130.45246887,,120.40420532,0.0508784279,65000
131,8.4865217209,1.7857573032,1.7884552479,1.7963298559,2.2491936684000002,131.39874268,,102.86422729,0.0344077609,65000
132,8.4735956192,1.735044241,1.7300539016999998,1.7370357512999999,2.2419912815000003,130.97871399,,100.79799652,0.0265594479,65000
133,8.4915847778,1.7012444734999999,1.6879709959,1.6927187443,2.2475707531,129.44342041,,90.22000885,0.0439515822,65000
134,8.603442192100001,1.6988165379,1.6848456859999998,1.6908763647,2.2495441437,128.08876038,,86.81366729700001,0.0634645671,65000
135,8.5983839035,1.7002122402000002,1.6885368824,1.6959491968,2.2469620705,130.07557678,,85.48022460899999,0.0786063746,65000
136,8.6187238693,1.6895674467,1.6759644747,1.6840763092,2.238396883,130.4956665,,84.37747192399999,0.085305959,65000
137,8.607339859,1.6851490736,1.6726796627,1.6738221645,2.2658252716,133.97795105,,82.796951294,0.1080377325,65000
138,8.688686370800001,1.6924135685,1.6843669415,1.6846060753,2.3024322987,136.0556488,,82.70337677,0.1429237574,65000
139,8.802241325399999,1.6842516661000002,1.6809231043000001,1.6758151054,2.3330271244,135.98492432,,83.416107178,0.18018704649999998,65000
140,8.9042806625,1.6616944075,1.6550512313999999,1.6509728432,2.3187317847999998,132.61256409,,95.736831665,0.205120936,65000
141,9.0006923676,1.6740896702,1.6645904778999998,1.6621500254,2.2837121487,129.44723511,,97.827911377,0.2000513375,65000
142,8.8474569321,1.7191514969,1.7087490559,1.7166810036000002,2.2606179714,128.18948364,,119.69925690000001,0.18851920960000002,65000
143,8.7276678085,1.7027579546,1.7056142092,1.7087525128999999,2.2628929615,127.60318756,,130.24234009,0.1736611575,65000
144,8.6236839294,1.7492411137000001,1.7235369682,1.7272508144,2.2892961502,124.22789001,,134.73284912,0.2062149793,65000
145,8.519701004,1.7099157571999999,1.6949195862,1.707231164,2.2630465031,122.62726593,,137.08151245,0.2183596641,65000
146,8.4157180786,1.7109444140999999,1.6753846407,1.6724354029,2.234855175,123.07636261,,139.18730164,0.2052617818,65000
147,8.3117351532,1.7193986177,1.6937979459999999,1.6999074221000001,2.1997244358000003,127.52913666,,139.53070068,0.1255725324,65000
148,8.2577476501,1.6880048512999999,1.6751340628,1.679333806,2.2342743874,128.05728149,,139.53070068,0.071822457,65000
149,8.25,1.6948201656,1.6827918291,1.6832078695,2.2614598274,126.65676117,,139.53070068,0.0400358588,65000
150,8.25,1.6857390403999999,1.6884566545,1.692337513,2.2756204605000003,123.59171295,,139.53070068,0.0487565473,65000
151,8.25,1.6821864843,1.6871474981,1.6917848587,2.2777371406999998,123.59111023,,222.37144469999998,0.055804878499999995,65000
152,8.25,1.7332464456999999,1.7110258341,1.7148960829,2.2775378227000003,123.40085602,,195.34420776,0.0584838912,65000
153,8.25,1.78480196,1.763818264,1.7620226145,2.2766916752,127.44065857,,157.7940979,0.0593041033,65000
154,8.25,1.8176414966999999,1.7979581356,1.8066191672999998,2.2690887451,131.22940063,,136.3013916,0.0549694821,65000
155,8.25,1.8299639225,1.8147405386000002,1.8236712217,2.2660956383,135.26136780000002,,127.57372284,0.050929296799999996,65000
156,8.25,1.8015791178,1.7892403603,1.7986611128,2.2588353157,136.50897217,,124.22708130000001,0.040193036200000004,65000
157,8.25,1.7813323736000002,1.7614524364,1.7677211761000002,2.261967659,139.83990479,,123.681633,0.041131317599999995,65000
158,8.25,1.7750777006,1.7507917881000001,1.7480000257,2.2553262711,138.81045532,,123.67009735,0.041761402,65000
159,8.25,1.7735073566,1.7539975643,1.7490181922999999,2.264159441,134.41105652,,118.82660675,0.050260823200000006,65000
160,8.2552146912,1.7786720991,1.7639690637999998,1.7594431638999999,2.2704761028,127.91526031,,117.64481354,0.0589781068,65000
161,8.251403808600001,1.7931700945,1.7762994766,1.7824499607,2.2769901752,126.67195892,,111.34399414,0.0688097775,65000
162,8.25,1.7736297846,1.7568714618999999,1.7640666962,2.2701821327,129.08589172,,113.0905838,0.07052917780000001,65000
163,8.2920742035,1.7733999490999999,1.7528332471999999,1.7589076757,2.2604706287000003,130.28128052,,115.09094238,0.0650820956,65000
164,8.3076963425,1.7793087959,1.7608821391999998,1.7600793839,2.2573869228,129.9161377,,120.84895325,0.0599368699,65000
165,8.3206834793,1.7789465188999998,1.7602814436,1.7650380135,2.2627701759,130.72084045,,126.22507477,0.057424206299999996,65000
166,8.3654356003,1.7837637662999999,1.7632930278999999,1.7636133431999998,2.262155056,131.72541809,,137.77078247,0.0510396063,65000
167,8.3155546188,1.7875370978999998,1.7674086093999999,1.7621828318000001,2.2583372593,132.83210754,,140.63520813,0.041971500999999994,65000
168,8.344478607200001,1.8389384747,1.8167322874,1.8162747622,2.2607827187000002,133.59118652,,132.67607117,0.0381855927,65000
169,8.4563789368,1.855502367,1.8372756243000001,1.8329830169999999,2.2684650421,138.38858032,,130.43431091,0.0390789993,65000
170,8.4813117981,1.8581912518,1.8394818306,1.8380644321000001,2.2801997662,142.06265259,,121.73133087,0.04981074480000001,65000
171,8.4498853683,1.8296700716,1.8158506155,1.8228536844,2.2821342945,142.61889648,,121.07260895,0.0590895824,65000
172,8.4274530411,1.8332434893,1.8135581016999998,1.8118350506,2.2844548225,139.67250061,,115.69927979,0.0644892901,65000
173,8.460943222000001,1.8273979425,1.8138394356,1.8159714937,2.2810671329,140.23226929,,100.76948547,0.0593261495,65000
174,8.4403343201,1.8331633806,1.8165636063,1.818351984,2.2793233395,141.01216125,,95.215888977,0.0548143424,65000
175,8.3707551956,1.8433054686,1.819476366,1.8266812563,2.2765731812,143.54721069,,96.157775879,0.058428384400000005,65000
176,8.3231525421,1.8420352936000002,1.8209974765999999,1.8198266028999999,2.2697916031,145.14190674,,96.342193604,0.056534368499999994,65000
177,8.3711595535,1.8405019045,1.8196604252000002,1.8197300434,2.2741346359,144.04751587,,98.56063842799999,0.0574867353,65000
178,8.3233718872,1.8307460546,1.8095203638,1.8069132566,2.2815725803,138.24559021,,101.11489105,0.057531654800000005,65000
179,8.3244180679,1.825920105,1.804942131,1.8062437773,2.2910954952,130.0947876,,102.97953033,0.0615177155,65000
180,8.312355995199999,1.7692919969999998,1.7553224563999998,1.7561632395,2.2834041119,125.20896912,,107.6599884,0.0612304956,65000
181,8.332695961,1.7480510473,1.7339798212,1.7360368967,2.2755861282,126.91288757,,114.90222168,0.0598653629,65000
182,8.3301095963,1.751259923,1.7341371775,1.7377423047999998,2.2785651684,130.54751587,,121.63891602,0.0626011267,65000
183,8.3292207718,1.7547888756,1.7401721478,1.7369948625999998,2.2831184864,133.98854065,,123.64536285,0.0593222938,65000
184,8.3343811035,1.7399679422,1.7296943665,1.730437994,2.2810008526,136.59979248,,124.68255615,0.050356593,65000
185,8.310880661,1.734462142,1.7166692019,1.7173337936000002,2.2666881084,139.74595642,,122.20054626,0.0403558575,65000
186,8.3211765289,1.7507673502,1.7287290096,1.7350692749,2.260184288,142.33872986,,111.3624115,0.0383217596,65000
187,8.4085483551,1.7671393156,1.7489820719,1.7564438581,2.2619011402,143.06546021,,106.44027709999999,0.0421236008,65000
188,8.4426374435,1.7658699751,1.7533104419999999,1.7544071674000001,2.2643761635,143.09786987,,107.28735352,0.0501629487,65000
189,8.4442281723,1.7617300749,1.7432352303999998,1.7471745013999997,2.2579336166,145.24551392,,107.789505,0.0518006906,65000
190,8.4592628479,1.7670868634999999,1.7470091581,1.750164628,2.2543177605,148.33609009,,102.99545288,0.057444643200000006,65000
191,8.4520511627,1.7727173566999999,1.7490372658000002,1.7537294626,2.2555589676,147.12998962,,99.928085327,0.0664888471,65000
192,8.3352212906,1.7845873833,1.7704805136000001,1.7751511334999999,2.2579646111000002,146.95065308,,92.03639221200001,0.0808460712,65000
193,8.2615175247,1.7955394983000001,1.7774904966,1.7804950475999999,2.2480118275,146.05302429,,89.11340332,0.0821138546,65000
194,8.3410663605,1.7852004766,1.7684741019999999,1.766140461,2.2507152557,147.14785767,,84.61380004899999,0.0818609223,65000
195,8.4899120331,1.78211236,1.7603940963999998,1.7663223743,2.2548468112999998,145.80407715,,81.12879180899999,0.07702652360000001,65000
196,8.4538679123,1.7928632498,1.7732772827,1.7811050415,2.2645461559,143.44726563,,80.530311584,0.0766465589,65000
197,8.4783754349,1.8003562689,1.7857582569,1.7855300903,2.2642352581,142.52766418,,80.672874451,0.074590154,65000
198,8.493350982699999,1.7864066362,1.7763199806,1.7775068283000002,2.2661654949,142.86428833,,77.826828003,0.0773036629,65000
199,8.4790296555,1.7815629244,1.7656053305000001,1.7652294636,2.2718195915,142.51634216,,76.596488953,0.08391341570000001,65000
200,8.5443878174,1.7905142307,1.7663508654,1.7666797638,2.2751069069,141.86743164,,75.923629761,0.08746995029999999,65000
201,8.5741500854,1.8113943338,1.782674551,1.7838698625999998,2.2712283134,141.41668701,,80.765632629,0.0855071843,65000
202,8.5710086823,1.8367993832,1.8142716884999999,1.8200614452000001,2.2666532993,139.74142456,,89.83531189,0.0813094825,65000
203,8.5107622147,1.8363343477,1.8231242895,1.8286870718000001,2.2651615143,138.50827026,,95.921234131,0.0784782842,65000
204,8.4956493378,1.8085302114,1.7960398197,1.802934885,2.2670230865,138.21127319,,100.32543182,0.0787440911,65000
205,8.498104095499999,1.7973686457,1.7763456106,1.7775944471,2.2692761421000003,141.33552551,,103.72133636,0.0789984912,65000
206,8.4860973358,1.8201135397,1.7942092419,1.7876266241,2.2719740868000002,142.70622253,,115.64846802,0.0801042691,65000
207,8.4846315384,1.8553564547999999,1.8299226761,1.8264536858000002,2.2712006569,141.94734192,,117.03162384,0.0754355788,65000
208,8.4941654205,1.8670681715000002,1.8399114609,1.8478726149,2.2726230621,141.36013794,,113.38448334,0.0723353922,65000
209,8.4784002304,1.8694120646,1.8465989828,1.855891943,2.2811377048,141.97294617,,113.21995544,0.0771241412,65000
210,8.4644794464,1.8764305115,1.8580771685,1.8619568348,2.2955048084,140.65126038,,113.65234375,0.0875382796,65000
211,8.4641399384,1.8773002625,1.8624905347999998,1.8641281128,2.3026404381,137.51097107,,105.94796753,0.0944871008,65000
212,8.4636936188,1.8465962409999999,1.8261384963999998,1.8322783709000001,2.3029117584,134.56842041,,96.22918701200001,0.0954118446,65000
213,8.4711360931,1.8359115124,1.8087826966999998,1.8097027540000001,2.3014285564,133.10317993,,92.32362365700001,0.091129832,65000
214,8.4851579666,1.8439799547,1.81553936,1.8157746791999998,2.3121433258,134.16934204,,77.455993652,0.0937966183,65000
215,8.482524871799999,1.8407027721,1.8138875961,1.8192799091,2.3164925575,137.56813049,,70.52067565899999,0.0976910666,65000
216,8.492729187,1.8279139996,1.8074427843,1.8165071011000002,2.3129928112,143.61941528,,70.943649292,0.10193583369999999,65000
217,8.5513143539,1.8108558655000002,1.7968490124,1.8009308577,2.3030850887,149.63288879,,71.64465332,0.10357988630000001,65000
218,8.5550270081,1.7860293388,1.7708690166,1.7752031088,2.2946658134,152.86183167,,75.62134552,0.1019335911,65000
219,8.552365303,1.7563986778,1.7415304184,1.7504700422,2.298504591,154.04356384,,78.026748657,0.09856034820000001,65000
220,8.4955482483,1.7497891187999999,1.7297033072,1.7336542606,2.3030381203,154.09179688,,78.315750122,0.08584585039999999,65000
221,8.4485006332,1.7360934019,1.7207930087999999,1.7163339853,2.312577486,157.54032898,,78.28986358600001,0.07426320019999999,65000
222,8.4401798248,1.7668124437000001,1.7495534419999998,1.7552684546000001,2.2962331772,160.63626099,,85.47185516399999,0.0546859913,65000
223,8.476881027200001,1.7951699495,1.7778278588999998,1.7917273045,2.2785930634000002,160.94787598,,89.551795959,0.0477341525,65000
224,8.4881086349,1.7940686941,1.7824025153999998,1.8015153408000002,2.2625160216999998,158.36938477,,102.35491943,0.0468881018,65000
225,8.515499115,1.7805273533000001,1.7718802691,1.8003598452,2.2600123882,151.49812317,,94.082443237,0.0522989519,65000
226,8.4999437332,1.7549133301,1.7464200258000002,1.7805467844,2.259206295,145.99589539,,76.79831695600001,0.0530230217,65000
227,8.4769773483,1.7229130268000001,1.7232012749,1.7531203032,2.2497839928,142.13998413,,72.000007629,0.0434926338,65000
