DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,FORCE_2020_LITHOFACIES_LITHOLOGY
3188.381584,SHETLAND GP.,Kyrre Fm.,18.2132473,2.455727816,2.168498993,2.501401901,129.1151276,65000
3188.533584,SHETLAND GP.,Kyrre Fm.,18.2305088,2.495921135,2.203098059,2.499740601,129.6394653,65000
3188.685584,SHETLAND GP.,Kyrre Fm.,18.24759674,2.525588274,2.244585753,2.500394106,130.8545532,65000
3188.837584,SHETLAND GP.,Kyrre Fm.,18.26713944,2.557502985,2.286373138,2.505462885,118.4556732,65000
3188.989584,SHETLAND GP.,Kyrre Fm.,18.28796387,2.597107172,2.345279217,2.499337673,112.688797,65000
3189.141584,SHETLAND GP.,Kyrre Fm.,18.28918457,2.626094103,2.379539967,2.493256331,51.04567719,65000
3189.293584,SHETLAND GP.,Kyrre Fm.,18.26900864,2.61451602,2.387948036,2.490355253,36.85969544,65000
3189.445584,SHETLAND GP.,Kyrre Fm.,18.25020218,2.619998455,2.389259815,2.490219832,35.46670914,65000
3189.597584,SHETLAND GP.,Kyrre Fm.,18.2550621,2.643263817,2.402778149,2.491892576,34.84159088,65000
3189.749584,SHETLAND GP.,Kyrre Fm.,18.25720024,2.677095413,2.437235594,2.490236282,36.18918228,65000
3189.901584,SHETLAND GP.,Kyrre Fm.,18.2902832,2.758741617,2.488040447,2.49191618,37.6260643,65000
3190.053584,SHETLAND GP.,Kyrre Fm.,18.29071236,2.774038315,2.49598527,2.498261452,38.83704758,65000
3190.205584,SHETLAND GP.,Kyrre Fm.,18.35429192,2.700340986,2.444497347,2.509243727,38.50777435,65000
3190.357584,SHETLAND GP.,Kyrre Fm.,18.26570511,2.607759476,2.370316505,2.514855623,39.62619782,65000
3190.509584,SHETLAND GP.,Kyrre Fm.,18.2254467,2.503032923,2.306592226,2.522571564,38.64479065,65000
3190.661584,SHETLAND GP.,Kyrre Fm.,18.20067787,2.438111782,2.270898342,2.532363892,38.50914383,65000
3190.813584,SHETLAND GP.,Kyrre Fm.,18.19449997,2.397752762,2.249904633,2.561228752,37.77573013,65000
3190.965584,SHETLAND GP.,Kyrre Fm.,18.19449997,2.36167717,2.230010986,2.563953877,37.20337677,65000
3191.117584,SHETLAND GP.,Kyrre Fm.,18.19449997,2.333473921,2.20398736,2.548327684,36.98846817,65000
3191.269584,SHETLAND GP.,Kyrre Fm.,18.22660065,2.283879042,2.148219109,2.519678354,37.8563652,65000
3191.421584,SHETLAND GP.,Kyrre Fm.,18.24694443,2.233103275,2.099991083,2.511917114,40.12666321,65000
3191.573584,SHETLAND GP.,Kyrre Fm.,18.26087189,2.212300539,2.074402809,2.518279076,40.51113129,65000
3191.725584,SHETLAND GP.,Kyrre Fm.,18.28265762,2.300400496,2.135989428,2.513083696,40.76459885,65000
3191.877584,SHETLAND GP.,Kyrre Fm.,18.31758308,2.374110699,2.208348274,2.499363899,40.74738693,65000
3192.029584,SHETLAND GP.,Kyrre Fm.,18.33211899,2.444920301,2.273884058,2.488817453,41.05341721,65000
3192.181584,SHETLAND GP.,Kyrre Fm.,18.31546593,2.48965621,2.330741406,2.491126537,39.04737091,65000
3192.333584,SHETLAND GP.,Kyrre Fm.,18.29633713,2.548696041,2.39915967,2.500347376,38.13189316,65000
3192.485584,SHETLAND GP.,Kyrre Fm.,18.27380562,2.610448122,2.473379374,2.504322529,38.27308273,65000
3192.637584,SHETLAND GP.,Kyrre Fm.,18.25986671,2.613513708,2.491155386,2.497413874,38.90549851,65000
3192.789584,SHETLAND GP.,Kyrre Fm.,18.2468605,2.597052813,2.47540307,2.483594179,39.32705307,65000
3192.941584,SHETLAND GP.,Kyrre Fm.,18.21230316,2.599548101,2.478924513,2.477252722,38.51784897,65000
3193.093584,SHETLAND GP.,Kyrre Fm.,18.15005302,2.653715611,2.524958134,2.484224081,38.65318298,65000
3193.245584,SHETLAND GP.,Kyrre Fm.,18.19328308,2.722845316,2.582340717,2.494869232,38.26871491,65000
3193.397584,SHETLAND GP.,Kyrre Fm.,18.2409153,2.739047289,2.59339428,2.498286724,37.41975021,65000
3193.549584,SHETLAND GP.,Kyrre Fm.,18.21964836,2.716957092,2.571726561,2.497549772,38.13953018,65000
3193.701584,SHETLAND GP.,Kyrre Fm.,18.19828796,2.68334651,2.541601896,2.503020048,38.70402145,65000
3193.853584,SHETLAND GP.,Kyrre Fm.,18.20964813,2.663407564,2.519473553,2.515854836,39.86068344,65000
3194.005584,SHETLAND GP.,Kyrre Fm.,18.21034241,2.680020571,2.533953428,2.525319099,40.40445709,65000
3194.157584,SHETLAND GP.,Kyrre Fm.,18.19334602,2.658367872,2.498282194,2.532298088,39.31258392,65000
3194.309584,SHETLAND GP.,Kyrre Fm.,18.19252586,2.570572376,2.408259869,2.532117605,39.83612824,65000
3194.461584,SHETLAND GP.,Kyrre Fm.,18.20200348,2.481856823,2.314396381,2.52894187,37.97727966,65000
3194.613584,SHETLAND GP.,Kyrre Fm.,18.21738815,2.407924652,2.232798576,2.521663904,39.10730362,65000
3194.765584,SHETLAND GP.,Kyrre Fm.,18.23723221,2.364506722,2.181416512,2.516900063,38.44855881,65000
3194.917584,SHETLAND GP.,Kyrre Fm.,18.24570465,2.367691994,2.173915148,2.514373064,38.47529602,65000
3195.069584,SHETLAND GP.,Kyrre Fm.,18.1952343,2.423589945,2.217167139,2.509686947,36.38663864,65000
3195.221584,SHETLAND GP.,Kyrre Fm.,18.1687603,2.502686739,2.276607752,2.502740145,33.83420944,65000
3195.373584,SHETLAND GP.,Kyrre Fm.,18.15691376,2.578819275,2.345320225,2.496026278,34.41544724,65000
3195.525584,SHETLAND GP.,Kyrre Fm.,18.1454525,2.666497707,2.42419672,2.495005846,36.58488464,65000
3195.677584,SHETLAND GP.,Kyrre Fm.,18.14951134,2.76031971,2.536092997,2.496717453,38.12022781,65000
3195.829584,SHETLAND GP.,Kyrre Fm.,18.16237068,2.869386435,2.663419962,2.503792286,36.9441185,65000
3195.981584,SHETLAND GP.,Kyrre Fm.,18.15231133,2.936829329,2.738378048,2.514478922,36.07480621,65000
3196.133584,SHETLAND GP.,Kyrre Fm.,18.15053558,2.909176111,2.744419575,2.525822163,36.1978302,65000
3196.285584,SHETLAND GP.,Kyrre Fm.,18.14558792,2.890547037,2.724238634,2.52734828,36.53672028,65000
3196.437584,SHETLAND GP.,Kyrre Fm.,18.14229965,2.880932093,2.711011171,2.517620802,36.34653854,65000
3196.589584,SHETLAND GP.,Kyrre Fm.,18.15409279,2.881247759,2.705082178,2.505841017,36.30485153,65000
3196.741584,SHETLAND GP.,Kyrre Fm.,18.1479454,2.886639834,2.698938847,2.496525288,37.30995178,65000
3196.893584,SHETLAND GP.,Kyrre Fm.,18.15637207,2.856254339,2.664315701,2.48760581,35.87174988,65000
3197.045584,SHETLAND GP.,Kyrre Fm.,18.16320038,2.791760445,2.607867718,2.486542702,35.93490982,65000
3197.197584,SHETLAND GP.,Kyrre Fm.,18.17013741,2.790016413,2.601610184,2.492370367,36.71895218,65000
3197.349584,SHETLAND GP.,Kyrre Fm.,18.1504612,2.881586313,2.67166543,2.49619627,37.85258484,65000
3197.501584,SHETLAND GP.,Kyrre Fm.,18.17570877,2.940521479,2.720596314,2.495309591,37.56678391,65000
3197.653584,SHETLAND GP.,Kyrre Fm.,18.18533516,2.942911148,2.720530987,2.498983383,37.86600876,65000
3197.805584,SHETLAND GP.,Kyrre Fm.,18.18289757,2.910215855,2.683501959,2.50858736,38.41091538,65000
3197.957584,SHETLAND GP.,Kyrre Fm.,18.19777298,2.849462748,2.639478684,2.511811018,38.80493164,65000
3198.109584,SHETLAND GP.,Kyrre Fm.,18.20271874,2.881147385,2.661517382,2.508696318,36.69485092,65000
3198.261584,SHETLAND GP.,Kyrre Fm.,18.18340111,2.966949225,2.741230965,2.505967379,36.83374405,65000
3198.413584,SHETLAND GP.,Kyrre Fm.,18.19388008,3.041737795,2.805484533,2.504201889,36.56932068,65000
3198.565584,SHETLAND GP.,Kyrre Fm.,18.18478966,3.059856653,2.822156429,2.503728628,36.72398758,65000
3198.717584,SHETLAND GP.,Kyrre Fm.,18.17359924,3.052166939,2.826931,2.503094435,37.02841187,65000
3198.869584,SHETLAND GP.,Kyrre Fm.,18.16471672,3.044942617,2.83126998,2.505320311,36.97729874,65000
3199.021584,SHETLAND GP.,Kyrre Fm.,18.14196014,3.013332129,2.820145845,2.508580208,35.64544678,65000
3199.173584,SHETLAND GP.,Kyrre Fm.,18.14503098,2.943690062,2.777661324,2.511878967,32.42696381,65000
3199.325584,SHETLAND GP.,Kyrre Fm.,18.15711594,2.851842642,2.709756136,2.514776945,32.16614914,65000
3199.477584,SHETLAND GP.,Kyrre Fm.,18.17503548,2.848216295,2.725277901,2.51526022,34.54592514,65000
3199.629584,SHETLAND GP.,Kyrre Fm.,18.1775341,2.956171989,2.825078964,2.532069206,37.42456436,65000
3199.781584,SHETLAND GP.,Kyrre Fm.,18.17795563,3.070742846,2.926548481,2.571178675,38.5455246,65000
3199.933584,SHETLAND GP.,Kyrre Fm.,18.16329765,3.078629732,2.931271792,2.603210926,39.69064331,65000
3200.085584,SHETLAND GP.,Kyrre Fm.,18.13978577,2.997120857,2.85461092,2.599557161,39.09649277,65000
3200.237584,SHETLAND GP.,Kyrre Fm.,18.13610268,2.94132781,2.798831701,2.564633369,38.56737518,65000
3200.389584,SHETLAND GP.,Kyrre Fm.,18.12601471,2.932835341,2.785154104,2.534936667,38.53395081,65000
3200.541584,SHETLAND GP.,Kyrre Fm.,18.12637138,2.929550648,2.789115191,2.520987749,39.67787552,65000
3200.693584,SHETLAND GP.,Kyrre Fm.,18.12754822,2.93052578,2.769246101,2.516228437,40.40220642,65000
3200.845584,SHETLAND GP.,Kyrre Fm.,18.12903404,2.885629416,2.712111235,2.515599966,38.65189362,65000
3200.997584,SHETLAND GP.,Kyrre Fm.,18.13811874,2.806016922,2.634432793,2.519330978,37.28861618,65000
3201.149584,SHETLAND GP.,Kyrre Fm.,18.13601112,2.777213574,2.636992931,2.524015904,37.03331757,65000
3201.301584,SHETLAND GP.,Kyrre Fm.,18.1317997,2.784750223,2.660005093,2.523053885,36.55700302,65000
3201.453584,SHETLAND GP.,Kyrre Fm.,18.14422226,2.782059193,2.668553114,2.514862061,37.54590225,65000
3201.605584,SHETLAND GP.,Kyrre Fm.,18.15270042,2.779396057,2.680120468,2.503187895,38.5815239,65000
3201.757584,SHETLAND GP.,Kyrre Fm.,18.14452362,2.771911621,2.655622959,2.496905804,40.27745438,65000
3201.909584,SHETLAND GP.,Kyrre Fm.,18.13469696,2.733494759,2.609354734,2.498812676,40.30511093,65000
3202.061584,SHETLAND GP.,Kyrre Fm.,18.1317997,2.66518569,2.538122416,2.504535914,38.45924377,65000
3202.213584,SHETLAND GP.,Kyrre Fm.,18.13789558,2.578577042,2.459597349,2.505922794,38.30474091,65000
3202.365584,SHETLAND GP.,Kyrre Fm.,18.1483078,2.50272131,2.405466795,2.508927822,38.57769394,65000
3202.517584,SHETLAND GP.,Kyrre Fm.,18.14067459,2.46232152,2.354286671,2.515597343,38.29542542,65000
3202.669584,SHETLAND GP.,Kyrre Fm.,18.12778854,2.446282387,2.309297562,2.527970791,37.16782379,65000
3202.821584,SHETLAND GP.,Kyrre Fm.,18.13479042,2.427928448,2.281769753,2.542235613,35.93066406,65000
3202.973584,SHETLAND GP.,Kyrre Fm.,18.11658478,2.429023981,2.279028416,2.554923058,36.10821915,65000
3203.125584,SHETLAND GP.,Kyrre Fm.,18.07339478,2.524712324,2.354535103,2.561855316,36.75587082,65000
3203.277584,SHETLAND GP.,Kyrre Fm.,18.03950691,2.650478602,2.456429243,2.549681902,37.49795914,65000
3203.429584,SHETLAND GP.,Kyrre Fm.,18.0351429,2.719393015,2.518610001,2.527523279,39.46815109,65000
3203.581584,SHETLAND GP.,Kyrre Fm.,18.04514313,2.759660006,2.557117462,2.511849403,39.5681839,65000
3203.733584,SHETLAND GP.,Kyrre Fm.,18.05401802,2.81354928,2.627022505,2.51206398,37.85625076,65000
3203.885584,SHETLAND GP.,Kyrre Fm.,18.07983589,2.876628161,2.713792324,2.518010616,36.00797653,65000
3204.037584,SHETLAND GP.,Kyrre Fm.,18.11612511,2.949001551,2.793641329,2.515717745,35.99451447,65000
3204.189584,SHETLAND GP.,Kyrre Fm.,18.1317997,2.963504553,2.823914766,2.510186434,37.8139534,65000
3204.341584,SHETLAND GP.,Kyrre Fm.,18.16022301,2.913587093,2.793961048,2.508208752,38.1416626,65000
3204.493584,SHETLAND GP.,Kyrre Fm.,18.19725227,2.83859849,2.730951786,2.510140181,37.75956726,65000
3204.645584,SHETLAND GP.,Kyrre Fm.,18.23470116,2.78457284,2.677660942,2.512724161,37.59938049,65000
3204.797584,SHETLAND GP.,Kyrre Fm.,18.25720024,2.750628948,2.638848305,2.513761044,37.10833359,65000
3204.949584,SHETLAND GP.,Kyrre Fm.,18.24604797,2.697610378,2.58070159,2.51784873,37.71359253,65000
3205.101584,SHETLAND GP.,Kyrre Fm.,18.23258591,2.635119677,2.512232065,2.523316383,39.97952652,65000
3205.253584,SHETLAND GP.,Kyrre Fm.,18.22195625,2.578977585,2.451969862,2.527371883,41.4613533,65000
3205.405584,SHETLAND GP.,Kyrre Fm.,18.22639465,2.531258106,2.397144795,2.530925751,40.58013535,65000
3205.557584,SHETLAND GP.,Kyrre Fm.,18.22903061,2.489465237,2.345492125,2.53507185,38.63163376,65000
3205.709584,SHETLAND GP.,Kyrre Fm.,18.22962761,2.445881844,2.298113585,2.541499615,37.90371323,65000
3205.861584,SHETLAND GP.,Kyrre Fm.,18.23629952,2.409398556,2.261880636,2.5425632,38.86986923,65000
3206.013584,SHETLAND GP.,Kyrre Fm.,18.23088646,2.396481514,2.247553587,2.53762269,38.91818237,65000
3206.165584,SHETLAND GP.,Kyrre Fm.,18.22405815,2.438580513,2.283298254,2.532535791,39.24502564,65000
3206.317584,SHETLAND GP.,Kyrre Fm.,18.20110893,2.528096199,2.357816935,2.527708054,39.40223694,65000
3206.469584,SHETLAND GP.,Kyrre Fm.,18.18237305,2.606486797,2.43175602,2.5218997,39.61442566,65000
3206.621584,SHETLAND GP.,Kyrre Fm.,18.14366341,2.683495045,2.503549099,2.51552248,41.02405167,65000
3206.773584,SHETLAND GP.,Kyrre Fm.,18.05494881,2.778401136,2.577996969,2.513855934,41.58313751,65000
3206.925584,SHETLAND GP.,Kyrre Fm.,17.99596024,2.845731735,2.659207821,2.515499592,40.66226959,65000
3207.077584,SHETLAND GP.,Kyrre Fm.,17.98550034,2.867726088,2.716101408,2.516844034,38.76028442,65000
3207.229584,SHETLAND GP.,Kyrre Fm.,18.03714371,2.859684229,2.72906208,2.517650604,37.69838715,65000
3207.381584,SHETLAND GP.,Kyrre Fm.,18.11056328,2.816860437,2.70015645,2.519469261,38.55469894,65000
3207.533584,SHETLAND GP.,Kyrre Fm.,18.11649704,2.707405329,2.61102128,2.520568848,40.34267044,65000
3207.685584,SHETLAND GP.,Kyrre Fm.,18.10555267,2.556252956,2.469634056,2.516056299,41.41846848,65000
3207.837584,SHETLAND GP.,Kyrre Fm.,18.10079384,2.4028337,2.301305533,2.509782314,40.94013977,65000
3207.989584,SHETLAND GP.,Kyrre Fm.,18.0799408,2.267962456,2.153879404,2.509991646,39.3572731,65000
3208.141584,SHETLAND GP.,Kyrre Fm.,18.06245232,2.204508305,2.074746847,2.516156673,38.47142029,65000
3208.293584,SHETLAND GP.,Kyrre Fm.,18.04526901,2.195698023,2.046274185,2.520550251,37.95752335,65000
3208.445584,SHETLAND GP.,Kyrre Fm.,18.02110481,2.212123156,2.039428234,2.516397715,37.07886887,65000
3208.597584,SHETLAND GP.,Kyrre Fm.,18.00639916,2.228588104,2.051637173,2.507493496,36.1670723,65000
3208.749584,SHETLAND GP.,Kyrre Fm.,18.00639916,2.291043758,2.116475105,2.502969503,35.91906357,65000
3208.901584,SHETLAND GP.,Kyrre Fm.,17.9934597,2.456715345,2.263882399,2.501427651,35.90061569,65000
3209.053584,SHETLAND GP.,Kyrre Fm.,17.97698212,2.662940741,2.467535734,2.502618074,35.25675201,65000
3209.205584,SHETLAND GP.,Kyrre Fm.,17.96709442,2.813360214,2.634545326,2.503947973,36.11824417,65000
3209.357584,SHETLAND GP.,Kyrre Fm.,17.9608593,2.805625439,2.662134409,2.507145405,38.1384697,65000
3209.509584,SHETLAND GP.,Kyrre Fm.,17.96937561,2.694124222,2.594569206,2.512427568,39.2341156,65000
3209.661584,SHETLAND GP.,Kyrre Fm.,17.95147705,2.59800458,2.513126612,2.513435602,36.99757767,65000
3209.813584,SHETLAND GP.,Kyrre Fm.,17.90091324,2.508202553,2.414203882,2.512701273,33.537323,65000
3209.965584,SHETLAND GP.,Kyrre Fm.,17.87409973,2.386009455,2.292448759,2.510795116,34.85199356,65000
3210.117584,SHETLAND GP.,Kyrre Fm.,17.84931374,2.275462866,2.169785023,2.511843205,38.3543663,65000
3210.269584,SHETLAND GP.,Kyrre Fm.,17.79068947,2.223223448,2.083999395,2.514708757,40.11107636,65000
3210.421584,SHETLAND GP.,Kyrre Fm.,17.63647842,2.205548763,2.052182436,2.514046907,38.6558342,65000
3210.573584,SHETLAND GP.,Kyrre Fm.,17.41707802,2.214442253,2.052757263,2.506937742,37.78436279,65000
3210.725584,SHETLAND GP.,Kyrre Fm.,17.31558609,2.292488813,2.116321564,2.499413252,40.15958786,65000
3210.877584,SHETLAND GP.,Kyrre Fm.,17.29590035,2.457882643,2.26135993,2.504993677,43.11166,65000
3211.029584,SHETLAND GP.,Kyrre Fm.,17.28395462,2.635985375,2.430341005,2.516738892,43.31998444,65000
3211.181584,SHETLAND GP.,Kyrre Fm.,17.27988243,2.749047041,2.560381889,2.521505594,40.09063721,65000
3211.333584,SHETLAND GP.,Kyrre Fm.,17.31805801,2.81138134,2.660054445,2.520257473,36.73425674,65000
3211.485584,SHETLAND GP.,Kyrre Fm.,17.33940697,2.829107523,2.730836868,2.523944378,35.67278671,65000
3211.637584,SHETLAND GP.,Kyrre Fm.,17.32583809,2.800701618,2.764754295,2.53181386,38.31568146,65000
3211.789584,SHETLAND GP.,Kyrre Fm.,17.32089233,2.776800633,2.791306496,2.535184622,40.21988678,65000
3211.941584,SHETLAND GP.,Kyrre Fm.,17.32543182,2.773660898,2.820682526,2.534063101,41.17676544,65000
3212.093584,SHETLAND GP.,Kyrre Fm.,17.33769989,2.780259609,2.824272394,2.534776449,40.26862335,65000
3212.245584,SHETLAND GP.,Kyrre Fm.,17.33346748,2.783110142,2.79936409,2.535801411,40.03419113,65000
3212.397584,SHETLAND GP.,Kyrre Fm.,17.33713341,2.769613504,2.750833035,2.533309698,40.59047318,65000
3212.549584,SHETLAND GP.,Kyrre Fm.,17.34600639,2.754098415,2.702313423,2.54391098,41.29582596,65000
3212.701584,SHETLAND GP.,Kyrre Fm.,17.33769989,2.790122271,2.694644213,2.56447649,40.5298996,65000
3212.853584,SHETLAND GP.,Kyrre Fm.,15.49922085,2.92528677,2.78559351,2.56590724,38.97772217,65000
3213.005584,SHETLAND GP.,Kyrre Fm.,12.599617,3.029983044,2.861409664,2.545187473,39.88406754,65000
3213.157584,SHETLAND GP.,Kyrre Fm.,12.4435854,2.974685669,2.82411027,2.516770124,43.71250153,65000
3213.309584,SHETLAND GP.,Kyrre Fm.,12.43583489,2.804328203,2.694069147,2.513002157,50.95592117,65000
3213.461584,SHETLAND GP.,Kyrre Fm.,12.43505192,2.626679421,2.537337542,2.518215656,55.85441589,65000
3213.613584,SHETLAND GP.,Kyrre Fm.,12.43719864,2.473002911,2.395490885,2.522424936,56.94850922,65000
3213.765584,SHETLAND GP.,Kyrre Fm.,12.44120121,2.351776362,2.268398047,2.520928383,55.18047714,65000
3213.917584,SHETLAND GP.,Kyrre Fm.,12.43978119,2.276370764,2.179967642,2.518370867,52.67744064,65000
3214.069584,SHETLAND GP.,Kyrre Fm.,12.434659,2.233996153,2.122358322,2.516941071,53.19117737,65000
3214.221584,SHETLAND GP.,Kyrre Fm.,12.44769955,2.17390132,2.042696238,2.52138567,54.67026138,65000
3214.373584,SHETLAND GP.,Kyrre Fm.,12.43736267,2.096862078,1.951556802,2.526881933,55.94642639,65000
3214.525584,SHETLAND GP.,Kyrre Fm.,12.41851044,2.067242622,1.922862053,2.528958082,56.48305893,65000
3214.677584,SHETLAND GP.,Kyrre Fm.,12.42013645,2.132325411,1.969315291,2.527834415,53.90969849,65000
3214.829584,SHETLAND GP.,Kyrre Fm.,12.42426491,2.199923754,2.028493881,2.525715113,50.57048416,65000
3214.981584,SHETLAND GP.,Kyrre Fm.,12.39597511,2.270422459,2.102528334,2.520580769,49.95300293,65000
3215.133584,SHETLAND GP.,Kyrre Fm.,12.34988022,2.343669653,2.193785667,2.514919758,52.4620018,65000
3215.285584,SHETLAND GP.,Kyrre Fm.,12.33328533,2.423244,2.277247906,2.517100096,53.43517304,65000
3215.437584,SHETLAND GP.,Kyrre Fm.,12.31406689,2.538155794,2.393979073,2.527755737,52.24800491,65000
3215.589584,SHETLAND GP.,Kyrre Fm.,12.31546783,2.63784337,2.53929019,2.535340071,52.19730759,65000
3215.741584,SHETLAND GP.,Kyrre Fm.,12.31744289,2.706561565,2.640735626,2.537201643,53.69252777,65000
3215.893584,SHETLAND GP.,Kyrre Fm.,12.30592156,2.676404476,2.627474308,2.531258822,54.40116501,65000
3216.045584,SHETLAND GP.,Kyrre Fm.,12.30140019,2.586486816,2.564785481,2.52698493,54.02928543,65000
3216.197584,SHETLAND GP.,Kyrre Fm.,12.29784489,2.530808926,2.513337374,2.521064997,53.20164871,65000
3216.349584,SHETLAND GP.,Kyrre Fm.,12.29207707,2.536718607,2.492268324,2.515892744,53.66112137,65000
3216.501584,SHETLAND GP.,Kyrre Fm.,12.28277302,2.577067137,2.514350176,2.514433622,55.13237381,65000
3216.653584,SHETLAND GP.,Kyrre Fm.,12.25267506,2.624520779,2.542913437,2.515925884,56.98593903,65000
3216.805584,SHETLAND GP.,Kyrre Fm.,12.2352562,2.666626453,2.573931932,2.519876003,57.07359314,65000
3216.957584,SHETLAND GP.,Kyrre Fm.,12.23161984,2.684890509,2.581557512,2.523193121,55.67560959,65000
3217.109584,SHETLAND GP.,Kyrre Fm.,12.24096394,2.638349295,2.529877901,2.522344112,53.57926178,65000
3217.261584,SHETLAND GP.,Kyrre Fm.,12.24679184,2.500268936,2.407989264,2.521163225,54.09418488,65000
3217.413584,SHETLAND GP.,Kyrre Fm.,12.25244331,2.521527052,2.438949823,2.530482054,56.55219269,65000
3217.565584,SHETLAND GP.,Kyrre Fm.,12.26180553,2.51448226,2.465833902,2.550508261,59.40230942,65000
3217.717584,SHETLAND GP.,Kyrre Fm.,12.25787067,2.394939423,2.38369441,2.571252585,60.6953392,65000
3217.869584,SHETLAND GP.,Kyrre Fm.,12.23869991,2.405802965,2.361549377,2.573031902,58.69684982,65000
3218.021584,SHETLAND GP.,Kyrre Fm.,12.23869991,2.37131691,2.318027496,2.557472467,56.29189682,65000
3218.173584,SHETLAND GP.,Kyrre Fm.,12.23656845,2.373441219,2.31530714,2.534372091,55.34256363,65000
3218.325584,SHETLAND GP.,Kyrre Fm.,12.23381519,2.351979971,2.250097752,2.524493218,55.49546814,65000
3218.477584,SHETLAND GP.,Kyrre Fm.,12.23869991,2.318030596,2.205460787,2.523989677,55.28256607,65000
3218.629584,SHETLAND GP.,Kyrre Fm.,12.23869991,2.30613637,2.190868855,2.528026819,53.96145248,65000
3218.781584,SHETLAND GP.,Kyrre Fm.,12.2284441,2.330056667,2.216317177,2.530034304,52.72472763,65000
3218.933584,SHETLAND GP.,Kyrre Fm.,12.19569302,2.339465857,2.244747639,2.534341335,53.49590683,65000
3219.085584,SHETLAND GP.,Kyrre Fm.,12.17599964,2.353621006,2.283252716,2.536674023,54.9576683,65000
3219.237584,SHETLAND GP.,Kyrre Fm.,12.18398094,2.369732618,2.32656455,2.533136845,55.45713425,65000
3219.389584,SHETLAND GP.,Kyrre Fm.,12.20778179,2.373363972,2.355705738,2.528606415,54.93715286,65000
3219.541584,SHETLAND GP.,Kyrre Fm.,12.21780014,2.370106936,2.336330175,2.523470402,55.46560669,65000
3219.693584,SHETLAND GP.,Kyrre Fm.,12.21780014,2.348634005,2.318246365,2.51840806,55.80128861,65000
3219.845584,SHETLAND GP.,Kyrre Fm.,12.21780014,2.328452587,2.309594154,2.517786503,53.97627258,65000
3219.997584,SHETLAND GP.,Kyrre Fm.,12.21588421,2.292841196,2.253973723,2.524718761,53.36793518,65000
3220.149584,SHETLAND GP.,Kyrre Fm.,12.21550369,2.316625834,2.264121771,2.53118372,57.68052292,65000
3220.301584,SHETLAND GP.,Kyrre Fm.,12.23101521,2.444797993,2.37093854,2.527302504,65.84516907,65000
3220.453584,SHETLAND GP.,Kyrre Fm.,12.23314381,2.583714247,2.47470355,2.516200066,68.87531281,65000
3220.605584,SHETLAND GP.,Kyrre Fm.,12.22329998,2.671994686,2.53372097,2.511584282,67.00272369,65000
3220.757584,SHETLAND GP.,Kyrre Fm.,12.23869991,2.631572247,2.510838985,2.518224478,61.55316162,65000
3220.909584,SHETLAND GP.,Kyrre Fm.,12.23331928,2.540081739,2.45301795,2.53091836,57.29817963,65000
3221.061584,SHETLAND GP.,Kyrre Fm.,12.21780014,2.476989031,2.405200005,2.541016579,54.75424957,65000
3221.213584,SHETLAND GP.,Kyrre Fm.,12.21780014,2.432331085,2.365824461,2.543273687,52.53400421,65000
