DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,GR,NPHI,BS,ROP,FORCE_2020_LITHOFACIES_LITHOLOGY
1829.7908,ROGALAND GP.,Sele Fm.,12.19728565,0.926635921,0.95034945,69.6076355,0.404884189,12.25000095,8.788311005,65000
1829.9428,ROGALAND GP.,Sele Fm.,12.19367409,0.902550459,0.944970489,74.25405884,0.411305368,12.25000095,7.659332752,65000
1830.0948,ROGALAND GP.,Sele Fm.,12.18779469,0.885938048,0.928103805,79.36203003,0.406015515,12.25000095,7.833742142,65000
1830.2468,ROGALAND GP.,Sele Fm.,12.22389698,0.858377218,0.873698652,75.875,0.40661481,12.25000095,9.918068886,65000
1830.3988,ROGALAND GP.,Sele Fm.,12.29391003,0.782474697,0.771601975,73.59159088,0.405472487,12.25000095,12.45666313,65000
1830.5508,ROGALAND GP.,Sele Fm.,12.27924633,0.66270256,0.661684811,82.68817139,0.461191773,12.25000095,13.89405441,65000
1830.7028,ROGALAND GP.,Sele Fm.,12.14540291,0.612134755,0.634500802,86.25530243,0.502376974,12.25000095,13.49760342,65000
1830.8548,ROGALAND GP.,Sele Fm.,12.13397884,0.635121524,0.665558219,86.23086548,0.461141616,12.25000095,12.05242443,65000
1831.0068,ROGALAND GP.,Sele Fm.,12.13120556,0.654491305,0.70679611,85.94149017,0.429819137,12.25000095,11.82384014,65000
1831.1588,ROGALAND GP.,Sele Fm.,12.04090786,0.735187411,0.819301784,81.25,0.396542758,12.25000095,14.0202961,65000
1831.3108,ROGALAND GP.,Sele Fm.,12.10966492,0.864829242,0.941906452,72.045784,0.362770021,12.25000095,16.63017273,65000
1831.4628,ROGALAND GP.,Sele Fm.,12.19187832,0.993605673,1.015363455,65.18037415,0.345344693,12.25000095,16.71865082,65000
1831.6148,ROGALAND GP.,Sele Fm.,12.24165821,1.059618712,1.026579142,65.23891449,0.34693715,12.25000095,14.63971424,65000
1831.7668,ROGALAND GP.,Sele Fm.,12.34488392,1.006393433,0.961124718,69.48257446,0.353937328,12.25000095,13.16348362,65000
1831.9188,ROGALAND GP.,Sele Fm.,12.33920097,0.928213477,0.896465957,74.7350235,0.364218503,12.25000095,14.41098309,65000
1832.0708,ROGALAND GP.,Sele Fm.,12.28843689,0.88280791,0.86604631,75.89126587,0.395314962,12.25000095,16.37389374,65000
1832.2228,ROGALAND GP.,Sele Fm.,12.29275131,0.851121843,0.846340358,76.09466553,0.419661552,12.25000095,16.78681946,65000
1832.3748,ROGALAND GP.,Sele Fm.,12.28158093,0.831130028,0.836820304,72.41963196,0.428084672,12.25000095,16.5661583,65000
1832.5268,ROGALAND GP.,Sele Fm.,12.22851563,0.806818843,0.830012441,72.59516144,0.422294229,12.25000095,16.50924683,65000
1832.6788,ROGALAND GP.,Sele Fm.,12.22422791,0.804858446,0.843791544,74.09142304,0.415084958,12.25000095,17.28430939,65000
1832.8308,ROGALAND GP.,Sele Fm.,12.3096838,0.826044917,0.865096629,73.5399704,0.419658721,12.25000095,19.10503769,65000
1832.9828,ROGALAND GP.,Sele Fm.,12.32413292,0.839098871,0.874929488,70.08896637,0.423247755,12.25000095,20.46971893,65000
1833.1348,ROGALAND GP.,Sele Fm.,12.31952763,0.858248174,0.893191159,67.37921143,0.420692444,12.25000095,20.56403542,65000
1833.2868,ROGALAND GP.,Sele Fm.,12.27229023,0.880859137,0.9141137,75.29801178,0.411972731,12.25000095,20.41368485,65000
1833.4388,ROGALAND GP.,Sele Fm.,12.19016743,0.906635642,0.934716046,81.72763062,0.421283156,12.25000095,20.63537788,65000
1833.5908,ROGALAND GP.,Sele Fm.,12.20644093,0.921243489,0.94630003,82.17082977,0.419460863,12.25000095,21.88949776,65000
1833.7428,ROGALAND GP.,Sele Fm.,12.24537754,0.92151618,0.94630003,79.66171265,0.404518127,12.25000095,24.66415024,65000
1833.8948,ROGALAND GP.,Sele Fm.,12.25165939,0.918491721,0.944366574,79.06900024,0.396547109,12.25000095,28.90729141,65000
1834.0468,ROGALAND GP.,Sele Fm.,12.25210476,0.910512805,0.937145114,82.84425354,0.409001142,12.25000095,33.64028931,65000
1834.1988,ROGALAND GP.,Sele Fm.,12.25250816,0.901371777,0.927250683,82.86382294,0.422686309,12.25000095,35.93156052,65000
1834.3508,ROGALAND GP.,Sele Fm.,12.26237869,0.888155818,0.913562954,75.77974701,0.409817457,12.25000095,35.52643204,65000
1834.5028,ROGALAND GP.,Sele Fm.,12.30746651,0.867738664,0.889644682,74.40552521,0.41555208,12.25000095,36.21626282,65000
1834.6548,ROGALAND GP.,Sele Fm.,12.3284502,0.843731046,0.866140008,77.58535004,0.442631424,12.25000095,39.91786194,65000
1834.8068,ROGALAND GP.,Sele Fm.,12.29730988,0.831069768,0.864600718,75.44168091,0.454487681,12.25000095,43.34087753,65000
1834.9588,ROGALAND GP.,Sele Fm.,12.23190212,0.83875978,0.883071244,77.65646362,0.449069381,12.25000095,43.86299896,65000
1835.1108,ROGALAND GP.,Sele Fm.,12.29035282,0.854419172,0.89972806,80.44464111,0.446534872,12.25000095,43.48084641,65000
1835.2628,ROGALAND GP.,Sele Fm.,12.37039852,0.87145716,0.912889719,84.25421143,0.447156757,12.25000095,42.10416794,65000
1835.4148,ROGALAND GP.,Sele Fm.,12.36736584,0.8704108,0.903656244,90.03095245,0.431765616,12.25000095,39.68562698,65000
1835.5668,ROGALAND GP.,Sele Fm.,12.36698628,0.84488523,0.881657481,88.62240601,0.416281611,12.25000095,38.83292389,65000
1835.7188,ROGALAND GP.,Sele Fm.,12.36774159,0.849870563,0.898437917,79.90759277,0.43112424,12.25000095,38.28157425,65000
1835.8708,ROGALAND GP.,Sele Fm.,12.36715031,0.889164388,0.939651728,77.30337524,0.413450331,12.25000095,36.02203369,65000
1836.0228,ROGALAND GP.,Lista Fm.,12.37370682,0.914018095,0.956810117,73.84145355,0.396364689,12.25000095,34.38438416,65000
1836.1748,ROGALAND GP.,Lista Fm.,12.38137341,0.908525348,0.944383979,72.93475342,0.39730221,12.25000095,32.90692139,65000
1836.3268,ROGALAND GP.,Lista Fm.,12.37798977,0.898706973,0.932863832,80.47109222,0.406054884,12.25000095,30.749506,65000
1836.4788,ROGALAND GP.,Lista Fm.,12.36585903,0.908567965,0.935316622,85.31093597,0.414269805,12.25000095,29.64182663,65000
1836.6308,ROGALAND GP.,Lista Fm.,12.36637592,0.914681554,0.925663054,83.6817627,0.388235241,12.25000095,27.6680088,65000
1836.7828,ROGALAND GP.,Lista Fm.,12.38491821,0.890061379,0.891625226,90.6632843,0.393594354,12.25000095,23.83904648,65000
1836.9348,ROGALAND GP.,Lista Fm.,12.3865366,0.846845627,0.856780171,88.30108643,0.412758231,12.25000095,22.05276108,65000
1837.0868,ROGALAND GP.,Lista Fm.,12.38109684,0.833315373,0.861938596,81.63778687,0.432372004,12.25000095,25.1334877,65000
1837.2388,ROGALAND GP.,Lista Fm.,12.38215637,0.874737382,0.903719842,72.06616211,0.412075043,12.25000095,30.32778549,65000
1837.3908,ROGALAND GP.,Lista Fm.,12.39409447,0.885249555,0.911808968,73.03079224,0.399310887,12.25000095,32.88721085,65000
1837.5428,ROGALAND GP.,Lista Fm.,12.39901543,0.856996775,0.891950131,71.71357727,0.428391933,12.25000095,34.53536224,65000
1837.6948,ROGALAND GP.,Lista Fm.,12.40099526,0.858540714,0.89554131,64.32158661,0.425597251,12.25000095,35.81076431,65000
1837.8468,ROGALAND GP.,Lista Fm.,12.40398789,0.849067032,0.887128413,69.54499817,0.406745374,12.25000095,37.03899002,65000
1837.9988,ROGALAND GP.,Lista Fm.,12.40611553,0.856742919,0.897129357,73.36062622,0.395887703,12.25000095,38.78222656,65000
1838.1508,ROGALAND GP.,Lista Fm.,12.40757179,0.899423063,0.931108952,71.92747498,0.39181751,12.25000095,41.05120087,65000
1838.3028,ROGALAND GP.,Lista Fm.,12.40886211,0.910087764,0.925682426,67.87080383,0.386409015,12.25000095,41.55827332,65000
1838.4548,ROGALAND GP.,Lista Fm.,12.4069252,0.870332301,0.895126879,67.99523926,0.397257686,12.25000095,40.22667313,65000
1838.6068,ROGALAND GP.,Lista Fm.,12.40794468,0.865610659,0.890245497,69.8972168,0.404561728,12.25000095,38.09759522,65000
1838.7588,ROGALAND GP.,Lista Fm.,12.41222191,0.850414038,0.874006987,70.15010071,0.414866239,12.25000095,33.99101257,65000
1838.9108,ROGALAND GP.,Lista Fm.,12.41328144,0.841985226,0.861872375,64.54690552,0.40929541,12.25000095,30.34512711,65000
1839.0628,ROGALAND GP.,Lista Fm.,12.41240692,0.839978099,0.858617544,66.98085022,0.404251277,12.25000095,30.25546074,65000
1839.2148,ROGALAND GP.,Lista Fm.,12.40303707,0.837628365,0.864727259,68.47117615,0.411669582,12.25000095,33.47017288,65000
1839.3668,ROGALAND GP.,Lista Fm.,12.39593792,0.857288003,0.891975999,68.97755432,0.422011882,12.25000095,35.13525009,65000
1839.5188,ROGALAND GP.,Lista Fm.,12.39196682,0.900493324,0.920552075,73.31710815,0.416766852,12.25000095,36.16789246,65000
1839.6708,ROGALAND GP.,Lista Fm.,12.39925671,0.872867107,0.875626326,68.86589813,0.430644572,12.25000095,38.23326492,65000
1839.8228,ROGALAND GP.,Lista Fm.,12.39599323,0.790805757,0.809790015,69.15644074,0.418987304,12.25000095,40.25991058,65000
1839.9748,ROGALAND GP.,Lista Fm.,12.38215065,0.774665058,0.809870243,70.10853577,0.407766134,12.25000095,41.62402344,65000
1840.1268,ROGALAND GP.,Lista Fm.,12.38163471,0.806751311,0.84058553,65.39591217,0.404636324,12.25000095,42.06381607,65000
1840.2788,ROGALAND GP.,Lista Fm.,12.382967,0.813057005,0.853193343,62.31878662,0.37877208,12.25000095,40.77722549,65000
1840.4308,ROGALAND GP.,Lista Fm.,12.38056374,0.81664896,0.877936542,69.06259155,0.395696342,12.25000095,37.71625137,65000
1840.5828,ROGALAND GP.,Lista Fm.,12.37853718,0.83161509,0.903578579,76.71657562,0.411053181,12.25000095,37.1283226,65000
1840.7348,ROGALAND GP.,Lista Fm.,12.37600517,0.847232401,0.92506671,78.83221436,0.412095904,12.25000095,37.67077637,65000
1840.8868,ROGALAND GP.,Lista Fm.,12.3731966,0.852973998,0.927573979,68.65272522,0.390766263,12.25000095,41.38983154,65000
1841.0388,ROGALAND GP.,Lista Fm.,12.37214661,0.830794692,0.908981025,60.00099945,0.391766906,12.25000095,46.60050583,65000
1841.1908,ROGALAND GP.,Lista Fm.,12.37810421,0.807911038,0.894727349,60.08384705,0.391236424,12.25000095,50.79970551,65000
1841.3428,ROGALAND GP.,Lista Fm.,12.39817715,0.802347064,0.891702473,70.31108856,0.390108138,12.25000095,49.80639267,65000
1841.4948,ROGALAND GP.,Lista Fm.,12.41261578,0.807146013,0.899138689,76.338974,0.416901439,12.25000095,42.27541733,65000
1841.6468,ROGALAND GP.,Lista Fm.,12.41748047,0.816386402,0.907186389,74.15280914,0.420599133,12.25000095,36.91661072,65000
1841.7988,ROGALAND GP.,Lista Fm.,12.41904926,0.846861243,0.93273741,72.27961731,0.414868414,12.25000095,34.5289917,65000
1841.9508,ROGALAND GP.,Lista Fm.,12.40678024,0.851856649,0.927164316,68.43193817,0.42030862,12.25000095,35.56919479,65000
1842.1028,ROGALAND GP.,Lista Fm.,12.39196682,0.783744574,0.865496397,71.29598999,0.419270843,12.25000095,37.11940384,65000
1842.2548,ROGALAND GP.,Lista Fm.,12.38932514,0.763794303,0.856846571,68.4289856,0.435724199,12.25000095,38.28610611,65000
1842.4068,ROGALAND GP.,Lista Fm.,12.38568306,0.753341377,0.861631095,65.65337372,0.440432578,12.25000095,37.49448776,65000
1842.5588,ROGALAND GP.,Lista Fm.,12.38665295,0.771758199,0.900075615,64.17816162,0.423752099,12.25000095,31.43283463,65000
1842.7108,ROGALAND GP.,Lista Fm.,12.38473797,0.791472733,0.929110766,67.10164642,0.422828555,12.25000095,25.34891701,65000
1842.8628,ROGALAND GP.,Lista Fm.,12.37377262,0.783690512,0.936736107,72.4056778,0.410263687,12.25000095,22.66271019,65000
1843.0148,ROGALAND GP.,Lista Fm.,12.36242771,0.779328644,0.949177921,72.60565186,0.40108645,12.25000095,23.21741295,65000
1843.1668,ROGALAND GP.,Lista Fm.,12.36185074,0.78485328,0.970061123,71.2228775,0.401889324,12.25000095,25.34698105,65000
1843.3188,ROGALAND GP.,Lista Fm.,12.35610867,0.813989282,1.01042676,72.24062347,0.431155086,12.25000095,29.88755989,65000
1843.4708,ROGALAND GP.,Lista Fm.,12.3434515,0.84339422,1.044759512,81.45722961,0.445854276,12.25000095,27.4307785,65000
1843.6228,ROGALAND GP.,Lista Fm.,12.33410645,0.888658941,1.079960823,69.32437134,0.41460985,12.25000095,20.25587082,65000
1843.7748,ROGALAND GP.,Lista Fm.,12.32215118,0.914784312,1.089308143,74.16690826,0.401741624,12.25000095,15.44937897,65000
1843.9268,ROGALAND GP.,Lista Fm.,12.32299614,0.936790466,1.088941574,77.43071747,0.400156379,12.25000095,14.67073822,65000
1844.0788,ROGALAND GP.,Lista Fm.,12.31969166,0.940317988,1.05453372,77.32260132,0.41751489,12.25000095,28.50555992,65000
1844.2308,ROGALAND GP.,Lista Fm.,12.31885338,0.926339448,1.007815599,78.7301712,0.415120035,12.25000095,47.96960831,65000
1844.3828,ROGALAND GP.,Lista Fm.,12.32024956,0.920518756,0.985502064,75.63289642,0.451056033,12.25000095,54.89368057,65000
1844.5348,ROGALAND GP.,Lista Fm.,12.32265759,0.924235046,0.984304726,75.46360779,0.429741889,12.25000095,51.92168808,65000
1844.6868,ROGALAND GP.,Lista Fm.,12.32403851,0.930510521,0.985275745,75.53990173,0.409520626,12.25000095,48.1312027,65000
1844.8388,ROGALAND GP.,Lista Fm.,12.3153801,0.943531513,0.995048225,77.41942596,0.405561358,12.25000095,42.28855896,65000
1844.9908,ROGALAND GP.,Lista Fm.,12.31679344,0.957467258,1.015792847,83.37980652,0.418923736,12.25000095,39.77310944,65000
1845.1428,ROGALAND GP.,Lista Fm.,12.32457924,0.984680653,1.047455907,89.34933472,0.374734789,12.25000095,47.16164398,65000
1845.2948,ROGALAND GP.,Lista Fm.,12.34142399,1.015129447,1.069325805,87.14263153,0.386705458,12.25000095,67.96391296,65000
1845.4468,ROGALAND GP.,Lista Fm.,12.38379097,1.041522503,1.086384058,84.04854584,0.399640888,12.25000095,99.80049133,65000
1845.5988,ROGALAND GP.,Lista Fm.,12.4185133,1.051573277,1.085064769,77.75923157,0.409266859,12.25000095,142.8718872,65000
1845.7508,ROGALAND GP.,Lista Fm.,12.4333477,1.052185297,1.077376008,73.3898468,0.397782356,12.25000095,106.2904358,65000
1845.9028,ROGALAND GP.,Lista Fm.,12.44108963,1.050810933,1.072365999,78.39904022,0.38932389,12.25000095,89.8865509,65000
1846.0548,ROGALAND GP.,Lista Fm.,12.45707607,1.045476079,1.062847018,82.29691315,0.381430328,12.25000095,72.47306824,65000
1846.2068,ROGALAND GP.,Lista Fm.,12.45759296,1.027278185,1.041254997,81.77388763,0.375051975,12.25000095,55.79590988,65000
1846.3588,ROGALAND GP.,Lista Fm.,12.45286751,1.017506957,1.036870241,79.84927368,0.36965093,12.25000095,57.55304337,65000
1846.5108,ROGALAND GP.,Lista Fm.,12.44417954,1.022260904,1.04850328,79.2800293,0.369987279,12.25000095,74.45103455,65000
1846.6628,ROGALAND GP.,Lista Fm.,12.43695259,1.037637353,1.064079046,77.7438736,0.368989706,12.25000095,104.0186462,65000
1846.8148,ROGALAND GP.,Lista Fm.,12.43883324,1.05056119,1.077512384,77.14261627,0.369610369,12.25000095,132.0207977,65000
1846.9668,ROGALAND GP.,Lista Fm.,12.44260502,1.04254365,1.072436333,79.21266937,0.374426037,12.25000095,140.5109558,65000
1847.1188,ROGALAND GP.,Lista Fm.,12.44299603,1.002647996,1.038164258,77.41547394,0.378929645,12.25000095,99.13110352,65000
1847.2708,ROGALAND GP.,Lista Fm.,12.44149876,1.011159778,1.044041634,75.07821655,0.406618178,12.25000095,72.00023651,65000
1847.4228,ROGALAND GP.,Lista Fm.,12.44430065,1.028988361,1.060274839,77.47275543,0.412201941,12.25000095,65.1075058,65000
1847.5748,ROGALAND GP.,Lista Fm.,12.45454693,1.046261549,1.07566154,79.70240021,0.412501723,12.25000095,59.56412506,65000
1847.7268,ROGALAND GP.,Lista Fm.,12.45584583,1.056350112,1.08311677,81.57697296,0.395923287,12.25000095,60.25697327,65000
1847.8788,ROGALAND GP.,Lista Fm.,12.45438957,1.042677283,1.069780827,84.09462738,0.403884202,12.25000095,62.16556168,65000
1848.0308,ROGALAND GP.,Lista Fm.,12.45659351,1.023973227,1.054806471,82.91816711,0.419756264,12.25000095,57.70440292,65000
1848.1828,ROGALAND GP.,Lista Fm.,12.44827652,1.019003511,1.048920631,79.7281723,0.401926726,12.25000095,54.90708542,65000
1848.3348,ROGALAND GP.,Lista Fm.,12.44281769,1.014729977,1.044244051,76.791008,0.389686793,12.25000095,53.64567184,65000
1848.4868,ROGALAND GP.,Lista Fm.,12.44193268,1.01444149,1.046374321,76.08518219,0.399499983,12.25000095,60.87091065,65000
1848.6388,ROGALAND GP.,Lista Fm.,12.42724514,1.018520474,1.054388046,79.8873291,0.398168981,12.25000095,71.85555267,65000
1848.7908,ROGALAND GP.,Lista Fm.,12.41981602,1.018321037,1.060551882,81.22721863,0.402284175,12.25000095,67.13312531,65000
1848.9428,ROGALAND GP.,Lista Fm.,12.42699242,1.024805427,1.063744187,81.34881592,0.39987281,12.25000095,60.15063858,65000
1849.0948,ROGALAND GP.,Lista Fm.,12.42063904,1.029865384,1.065446496,81.24024963,0.402754515,12.25000095,52.9519577,65000
1849.2468,ROGALAND GP.,Lista Fm.,12.41227436,1.029143691,1.06166029,79.51186371,0.423790127,12.25000095,45.05174255,65000
1849.3988,ROGALAND GP.,Lista Fm.,12.40625954,1.035900474,1.068516612,76.30043793,0.399285555,12.25000095,44.30859375,65000
1849.5508,ROGALAND GP.,Lista Fm.,12.40344238,1.045462847,1.079044223,77.94332123,0.365289688,12.25000095,77.89606476,65000
1849.7028,ROGALAND GP.,Lista Fm.,12.39659405,1.040892005,1.079925895,79.59784699,0.372069776,12.25000095,143.7807617,65000
1849.8548,ROGALAND GP.,Lista Fm.,12.38935185,1.037968397,1.080631018,81.57305145,0.38164562,12.25000095,206.6966553,65000
1850.0068,ROGALAND GP.,Lista Fm.,12.38781643,1.044822335,1.081899405,84.3968277,0.402416766,12.25000095,229.3995361,65000
1850.1588,ROGALAND GP.,Lista Fm.,12.3869648,1.053634882,1.083432674,82.74935913,0.403062224,12.25000095,125.645958,65000
1850.3108,ROGALAND GP.,Lista Fm.,12.38884449,1.032997727,1.053889275,83.70332336,0.413163185,12.25000095,76.14300537,65000
1850.4628,ROGALAND GP.,Lista Fm.,12.3936224,1.009541273,1.031988978,84.0648346,0.414443463,12.25000095,51.23783875,65000
1850.6148,ROGALAND GP.,Lista Fm.,12.39031029,0.998882651,1.024423122,77.58293915,0.399541527,12.25000095,46.3233757,65000
1850.7668,ROGALAND GP.,Lista Fm.,12.39661789,0.98693651,1.01526165,72.85274506,0.401681691,12.25000095,45.63002014,65000
1850.9188,ROGALAND GP.,Lista Fm.,12.41141033,0.988345265,1.017800927,76.35237122,0.402713567,12.25000095,44.74668503,65000
1851.0708,ROGALAND GP.,Lista Fm.,12.4256382,0.987357676,1.018749952,80.48691559,0.383536667,12.25000095,49.36642075,65000
1851.2228,ROGALAND GP.,Lista Fm.,12.42119694,0.982332468,1.011653543,91.39644623,0.389258236,12.25000095,58.47188568,65000
1851.3748,ROGALAND GP.,Lista Fm.,12.40760899,0.975970388,1.004153609,83.9210434,0.387436867,12.25000095,62.45434189,65000
1851.5268,ROGALAND GP.,Lista Fm.,12.41024303,0.969871044,0.994690895,81.63398743,0.390955001,12.25000095,62.85596085,65000
1851.6788,ROGALAND GP.,Lista Fm.,12.41458988,0.957594156,0.988808632,81.2938385,0.396302819,12.25000095,65.10538483,65000
1851.8308,ROGALAND GP.,Lista Fm.,12.41824436,0.962695718,0.999684453,87.04122162,0.406758338,12.25000095,63.55711746,65000
1851.9828,ROGALAND GP.,Lista Fm.,12.41366959,0.982169867,1.02460599,81.34783936,0.402230144,12.25000095,58.01813507,65000
1852.1348,ROGALAND GP.,Lista Fm.,12.40911102,1.011073709,1.058195591,81.21084595,0.38119942,12.25000095,56.58225632,65000
1852.2868,ROGALAND GP.,Lista Fm.,12.4047823,1.095301271,1.143628597,81.63724518,0.379670173,12.25000095,54.25850678,65000
1852.4388,ROGALAND GP.,Lista Fm.,12.40622234,1.255240321,1.225005627,76.3864212,0.385038227,12.25000095,50.30789566,65000
1852.5908,ROGALAND GP.,Lista Fm.,12.40643215,1.157163382,1.108899593,75.48416138,0.379548878,12.25000095,49.44037628,65000
1852.7428,ROGALAND GP.,Lista Fm.,12.40658474,1.010631442,1.003444314,83.00405884,0.383685589,12.25000095,56.14586639,65000
1852.8948,ROGALAND GP.,Lista Fm.,12.40254116,1.011752009,1.014503598,81.61037445,0.430277437,12.25000095,62.57100296,65000
1853.0468,ROGALAND GP.,Lista Fm.,12.37771511,1.016588688,1.025999665,74.63475037,0.435761452,12.25000095,63.12215042,65000
1853.1988,ROGALAND GP.,Lista Fm.,12.39492226,0.989710093,1.028457403,71.60884094,0.435780942,12.25000095,59.43291855,65000
1853.3508,ROGALAND GP.,Lista Fm.,12.39386082,0.962785482,1.049391508,67.66565704,0.469425917,12.25000095,56.32099915,65000
1853.5028,ROGALAND GP.,Lista Fm.,12.39027786,1.007902384,1.118785858,68.20819855,0.434383452,12.25000095,55.29605866,65000
1853.6548,ROGALAND GP.,Lista Fm.,12.38627243,1.108798742,1.179929495,70.33031464,0.397782892,12.25000095,47.73523712,65000
1853.8068,ROGALAND GP.,Lista Fm.,12.37701035,1.052505612,1.082803249,73.58145905,0.38753286,12.25000095,39.2599678,65000
1853.9588,ROGALAND GP.,Lista Fm.,12.36870766,0.963671506,1.003367782,71.20952606,0.378425121,12.25000095,38.04708862,65000
1854.1108,ROGALAND GP.,Lista Fm.,12.36880779,0.936073303,0.986746609,77.34997559,0.383368164,12.25000095,46.69988251,65000
1854.2628,ROGALAND GP.,Lista Fm.,12.36870289,0.938364267,0.989856362,75.67295075,0.435295552,12.25000095,65.16568756,65000
1854.4148,ROGALAND GP.,Lista Fm.,12.36597443,0.953450441,1.004248858,75.10718536,0.425500751,12.25000095,74.47608185,65000
1854.5668,ROGALAND GP.,Lista Fm.,12.35993576,0.928552091,0.971055269,73.95774841,0.40483734,12.25000095,81.80931091,65000
1854.7188,ROGALAND GP.,Lista Fm.,12.34859753,0.913169146,0.942687452,67.87900543,0.388574958,12.25000095,77.58950043,65000
1854.8708,ROGALAND GP.,Lista Fm.,12.34239006,0.916350484,0.939420283,75.46809387,0.383191884,12.25000095,68.90702057,65000
1855.0228,ROGALAND GP.,Lista Fm.,12.34807396,0.911160946,0.932972074,72.67064667,0.384738475,12.25000095,64.92635346,65000
1855.1748,ROGALAND GP.,Lista Fm.,12.35321713,0.905538559,0.934651196,67.5909729,0.370649457,12.25000095,59.72293854,65000
1855.3268,ROGALAND GP.,Lista Fm.,12.3501873,0.914072752,0.94370389,71.76831818,0.385236591,12.25000095,52.98469544,65000
1855.4788,ROGALAND GP.,Lista Fm.,12.34553719,0.899588466,0.934289992,83.09944916,0.370616972,12.25000095,50.77195358,65000
